"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","rank28","rank29","rank30","rank31","Num Cands","Num Seats"
"6","7","4","5","3","9","10","8","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","17","13","2","31","24","26","27","12","4","23","1","25","20","16","22","29","9","18","28","7","5","21","14","6","8","3","10","19","30","15","nan","nan"
"5","1","20","11","15","22","3","8","4","14","25","10","17","7","6","23","13","21","2","16","9","19","24","12","18","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","2","5","8","27","15","29","19","26","20","30","14","23","18","11","6","4","7","9","16","17","1","21","3","13","24","10","12","22","28","31","nan","nan"
"14","25","10","31","15","7","8","26","4","5","1","6","9","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","9","11","2","12","7","14","5","13","8","1","6","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","3","7","27","30","12","22","16","9","29","24","19","5","2","13","21","20","17","1","4","6","10","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","31","2","8","9","4","7","5","6","11","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","27","18","1","19","11","22","3","8","4","26","16","23","24","5","13","25","20","10","28","15","14","31","29","7","2","12","17","6","21","30","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","21","3","7","4","14","5","9","12","11","2","15","6","1","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","5","20","26","4","29","16","8","1","24","19","31","7","12","9","6","30","15","25","21","22","13","3","11","10","18","27","2","28","23","nan","nan"
"23","1","16","20","30","7","9","14","27","11","28","18","3","17","5","21","29","22","15","19","8","10","4","24","25","6","31","2","26","skipped","skipped","nan","nan"
"22","24","4","9","27","5","17","1","23","6","28","12","29","2","21","18","8","25","30","10","26","11","13","3","20","16","19","31","7","14","15","nan","nan"
"14","16","15","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","1","20","19","15","4","17","9","14","6","2","10","18","13","8","5","11","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","24","20","25","31","29","26","10","6","4","8","11","18","19","21","2","13","1","15","27","23","14","22","3","5","9","30","17","7","28","16","nan","nan"
"23","10","5","17","22","16","28","11","24","30","19","7","14","18","26","3","8","1","21","9","6","4","31","12","20","29","27","13","2","25","15","nan","nan"
"10","4","6","8","7","1","5","3","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","11","13","9","6","4","1","7","5","10","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","2","21","23","1","30","9","12","26","29","19","20","3","15","4","14","28","27","13","16","8","11","6","22","10","17","18","24","31","25","nan","nan"
"3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","9","2","16","19","6","15","13","11","10","3","7","8","18","1","4","12","5","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","16","14","8","10","15","11","1","3","9","6","13","2","7","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","1","20","19","27","25","21","31","29","18","14","13","3","12","30","26","10","11","28","9","24","6","16","22","8","7","15","2","23","4","nan","nan"
"2","22","7","1","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","6","5","31","7","21","19","30","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","19","17","8","10","11","5","21","7","9","20","1","6","2","13","4","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","21","3","20","14","17","8","24","9","11","2","4","16","5","18","12","13","7","22","6","10","23","1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","31","5","3","4","1","30","6","29","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","13","1","10","31","17","23","19","21","6","29","27","25","30","8","12","24","15","16","11","9","18","5","14","3","7","26","4","22","28","skipped","nan","nan"
"3","20","9","16","29","23","25","4","26","8","31","15","28","6","12","19","21","22","17","7","5","18","14","11","13","10","27","1","30","24","skipped","nan","nan"
"7","1","18","6","21","3","22","11","17","24","15","4","5","20","14","23","16","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","23","1","17","21","10","6","15","13","9","11","12","4","22","19","5","7","8","3","20","14","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","6","11","1","29","2","8","9","7","27","3","12","5","30","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","11","9","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","3","7","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","6","11","30","15","27","8","28","12","31","25","17","5","10","13","14","7","26","4","2","9","16","29","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","19","4","20","15","8","3","11","17","7","12","10","9","16","14","1","18","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"30","5","31","3","6","2","1","29","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","31","4","9","6","3","5","8","11","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","1","6","20","15","31","11","29","25","30","18","17","16","24","7","3","4","12","22","13","9","26","2","8","27","21","19","5","28","23","nan","nan"
"4","30","2","13","29","15","19","1","24","10","5","25","28","11","18","26","22","8","16","21","14","23","27","7","9","3","12","6","17","20","skipped","nan","nan"
"18","3","14","15","17","7","16","10","9","8","5","2","4","6","13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","16","4","12","7","17","6","30","9","2","3","5","18","11","10","15","13","1","31","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"28","5","2","29","3","1","4","31","30","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","8","7","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","12","16","8","14","7","4","5","1","10","13","9","6","11","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"30","23","1","19","21","7","28","15","31","14","6","20","17","18","11","2","3","13","8","24","16","27","4","22","12","10","9","26","5","25","29","nan","nan"
"8","7","5","4","16","17","12","27","30","22","31","13","11","23","6","10","1","24","14","3","9","21","18","19","15","26","2","29","skipped","skipped","skipped","nan","nan"
"7","1","31","5","6","4","8","9","2","10","3","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","20","18","25","14","21","24","17","6","16","31","26","23","1","19","15","3","4","7","11","10","13","27","5","22","8","9","28","2","29","30","nan","nan"
"15","10","4","24","29","21","11","20","5","28","2","22","26","19","18","7","12","13","23","3","9","1","16","14","8","17","6","25","27","skipped","skipped","nan","nan"
"2","4","6","5","7","1","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","5","9","4","16","8","6","13","10","15","11","12","2","14","1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","16","7","20","17","11","4","3","31","24","13","2","6","30","25","9","1","21","29","10","12","5","14","26","23","8","18","28","15","27","22","nan","nan"
"4","5","2","3","7","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","10","6","14","25","18","24","12","22","1","31","20","23","30","13","16","3","7","27","29","19","5","15","4","11","9","8","17","2","28","26","nan","nan"
"1","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","22","11","14","16","12","9","20","18","15","5","2","23","6","17","13","4","8","3","19","10","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","8","10","22","7","20","17","15","21","4","12","5","9","2","6","1","11","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","2","27","30","11","25","28","29","6","31","16","17","21","9","3","19","23","8","22","12","13","1","18","5","4","20","7","24","15","skipped","nan","nan"
"13","5","14","27","21","2","28","3","24","23","26","6","9","17","7","16","4","18","15","20","10","11","12","1","25","8","22","19","skipped","skipped","skipped","nan","nan"
"5","6","4","3","8","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","9","10","5","1","8","7","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","22","4","13","20","14","17","5","8","10","29","26","27","31","18","30","6","23","2","21","28","24","15","9","12","3","1","25","11","16","19","nan","nan"
"16","19","17","8","29","7","23","1","18","14","26","30","13","22","6","2","12","4","3","21","24","20","11","25","9","5","27","10","28","15","skipped","nan","nan"
"5","9","1","17","4","22","8","19","10","21","12","2","18","13","16","6","3","15","14","7","11","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","1","9","29","22","18","21","15","26","19","6","13","11","7","3","17","23","14","20","16","4","5","25","10","2","24","28","skipped","skipped","skipped","nan","nan"
"1","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","4","3","2","6","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","3","14","12","17","7","8","5","11","16","4","9","1","10","22","2","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","4","18","28","14","15","11","30","6","27","26","25","19","7","10","12","21","3","31","9","16","24","5","23","8","22","20","1","17","29","nan","nan"
"14","4","2","15","13","23","9","17","10","5","7","16","22","19","20","18","11","3","8","6","12","1","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","25","22","16","9","13","23","17","14","6","8","2","3","15","24","4","10","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","20","7","10","29","27","25","14","31","19","26","9","22","18","12","13","6","8","1","23","11","21","24","3","15","4","17","16","2","30","28","nan","nan"
"5","3","2","4","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","8","31","14","2","18","15","30","10","1","9","5","12","13","16","3","24","6","7","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","13","5","15","10","8","18","2","17","16","12","7","6","14","1","9","19","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","2","5","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","13","7","16","12","5","6","10","8","2","11","3","9","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","5","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","19","1","28","23","25","7","12","22","24","13","9","31","16","20","2","30","27","15","6","29","18","26","21","5","4","8","10","11","3","nan","nan"
"26","2","9","31","5","6","30","28","27","25","29","7","24","4","8","12","11","3","1","23","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","8","6","9","7","5","4","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","24","4","21","14","23","18","15","12","22","7","8","11","1","6","13","3","9","5","10","17","2","20","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","23","3","9","22","17","5","18","6","21","10","8","1","7","12","2","20","4","11","15","13","19","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","6","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","29","8","30","19","7","12","20","15","5","27","23","24","9","6","10","2","22","17","18","21","28","13","3","16","1","4","31","11","26","25","nan","nan"
"18","30","2","11","31","7","22","5","20","23","24","15","12","6","3","9","14","13","10","21","4","17","16","8","25","1","19","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","21","31","24","14","12","16","22","3","15","29","27","26","4","18","1","19","30","13","10","23","17","2","6","20","25","11","28","9","8","5","nan","nan"
