"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","14","12","5","13","4","11","8","9","6","10","7","3","skipped","skipped","nan","nan"
"17","2","5","4","13","7","15","16","11","8","6","10","3","1","14","9","12","nan","nan"
"1","14","8","13","10","12","5","2","4","9","7","17","11","6","3","15","16","nan","nan"
"13","8","5","1","10","17","12","16","14","4","7","2","9","11","3","6","15","nan","nan"
"13","8","1","7","10","11","12","17","5","3","9","4","6","2","16","14","15","nan","nan"
"9","7","3","4","11","15","8","17","16","10","6","1","14","13","12","2","5","nan","nan"
"5","17","4","11","2","6","14","13","12","8","16","7","1","15","10","3","9","nan","nan"
"1","3","7","17","2","4","10","9","5","8","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","7","8","14","16","10","15","5","6","12","3","2","9","17","11","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","11","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"9","12","1","8","10","7","17","16","13","3","15","5","6","4","11","2","14","nan","nan"
"10","9","2","1","14","11","16","13","6","8","15","3","4","17","7","5","12","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"15","12","5","10","6","3","16","17","14","11","9","8","1","4","13","2","7","nan","nan"
"17","5","6","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","9","13","14","11","17","15","8","4","6","5","7","12","3","10","nan","nan"
"9","16","8","11","10","3","17","6","15","12","13","2","5","4","14","7","1","nan","nan"
"2","3","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","10","14","5","2","4","3","12","16","8","17","9","15","6","13","11","nan","nan"
"5","11","1","8","10","2","14","13","15","7","4","12","6","9","16","3","17","nan","nan"
"7","17","9","3","1","10","2","5","8","11","6","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","4","13","14","10","16","17","11","2","9","8","6","15","7","1","5","nan","nan"
"1","8","4","12","16","2","15","11","14","5","13","7","6","3","9","10","17","nan","nan"
"15","8","7","6","3","11","16","17","10","14","13","4","2","1","12","5","9","nan","nan"
"15","3","12","9","6","4","14","16","5","10","13","11","8","1","7","17","2","nan","nan"
"6","15","14","2","11","16","8","13","12","17","3","1","4","5","10","7","9","nan","nan"
"3","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","14","10","11","4","17","15","8","16","2","5","6","1","13","12","3","9","nan","nan"
"9","8","3","12","7","2","6","14","10","11","13","4","17","16","15","1","5","nan","nan"
"3","15","1","14","9","8","17","12","11","6","16","7","4","10","13","2","5","nan","nan"
"8","2","10","16","14","11","13","7","15","17","4","3","12","1","5","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","17","4","5","6","1","2","9","7","8","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","1","12","14","17","3","6","16","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","9","12","2","16","17","14","15","11","10","6","8","7","5","13","nan","nan"
"5","16","3","10","13","7","15","14","6","9","17","11","4","1","12","2","8","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","17","7","14","13","5","2","3","8","11","9","4","12","10","16","skipped","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"3","6","4","8","16","1","11","17","12","13","15","14","2","10","9","5","7","nan","nan"
"12","16","5","10","15","6","13","17","7","9","14","8","11","4","skipped","skipped","skipped","nan","nan"
"15","8","12","10","17","6","16","2","9","14","4","5","1","3","7","13","11","nan","nan"
"5","8","16","9","13","12","14","3","4","17","7","11","1","6","15","2","10","nan","nan"
"8","6","2","12","13","4","16","17","11","10","15","5","1","14","9","3","7","nan","nan"
"1","13","2","8","17","6","12","10","9","4","7","11","3","5","skipped","skipped","skipped","nan","nan"
"5","17","1","12","13","3","16","15","11","10","14","7","2","6","8","4","9","nan","nan"
"11","8","2","6","14","3","13","4","15","17","12","7","1","5","16","9","10","nan","nan"
"17","6","5","15","9","10","13","7","11","4","16","12","3","2","14","1","8","nan","nan"
"5","13","10","8","16","3","14","15","7","17","11","6","1","2","4","9","12","nan","nan"
"1","13","14","15","17","16","3","5","7","6","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","2","10","17","5","9","1","6","7","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","8","12","7","5","14","17","16","13","4","11","1","6","15","3","10","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"9","17","7","4","1","12","10","14","3","5","6","13","8","2","11","skipped","skipped","nan","nan"
"17","6","13","16","7","11","8","5","10","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","2","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","7","12","4","11","15","17","14","16","10","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","6","2","10","3","17","9","7","12","16","8","1","11","13","skipped","skipped","nan","nan"
"3","12","17","14","2","11","9","8","7","4","5","13","1","15","6","10","skipped","nan","nan"
"5","11","10","17","6","8","1","3","13","15","14","9","2","16","12","skipped","skipped","nan","nan"
"12","6","2","5","13","8","15","16","11","4","10","1","14","3","9","7","17","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"9","4","11","15","3","7","2","1","13","14","8","16","10","17","5","6","12","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"16","10","4","6","5","11","9","14","7","13","8","12","3","15","17","1","2","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"16","12","1","11","14","6","15","17","9","5","3","4","13","2","7","10","8","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","10","8","12","7","16","14","11","2","15","3","1","4","17","5","9","nan","nan"
"11","3","9","13","12","4","16","17","15","14","6","7","2","5","10","1","8","nan","nan"
"17","11","13","3","4","14","15","6","12","1","16","2","5","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","6","9","7","13","5","16","10","11","17","8","3","15","14","12","nan","nan"
"12","10","8","14","11","15","16","17","13","3","6","2","4","5","7","1","9","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"5","11","1","10","12","6","15","17","16","7","9","13","3","4","14","2","8","nan","nan"
"2","14","1","12","16","4","17","13","11","7","15","8","9","3","10","6","5","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"5","17","6","12","2","14","15","16","4","1","7","3","11","skipped","skipped","skipped","skipped","nan","nan"
"7","16","5","9","13","11","17","15","8","6","14","3","4","1","12","2","10","nan","nan"
"8","13","10","5","2","16","15","17","14","11","7","3","4","1","6","9","12","nan","nan"
"3","11","1","13","15","9","16","17","7","8","4","5","10","2","6","14","12","nan","nan"
"10","6","5","3","11","14","8","15","17","2","7","4","13","1","9","12","16","nan","nan"
"1","17","10","4","13","9","15","16","12","8","14","5","6","7","11","2","3","nan","nan"
"14","12","11","10","8","13","15","16","9","3","6","7","1","2","4","17","5","nan","nan"
"3","5","1","17","2","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","2","11","17","5","14","16","12","15","8","6","1","10","13","3","4","nan","nan"
"1","17","2","5","4","6","14","9","13","3","7","8","12","10","11","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","2","13","5","16","10","12","9","7","15","17","14","3","8","1","4","nan","nan"
"1","17","4","10","11","6","12","9","5","2","7","3","8","skipped","skipped","skipped","skipped","nan","nan"
"17","1","6","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","1","12","9","3","10","16","17","8","6","11","2","7","15","4","14","nan","nan"
"14","5","11","4","6","10","17","13","12","2","8","1","3","9","7","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"1","17","9","5","3","2","10","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","10","8","14","6","4","1","13","9","5","7","12","16","2","17","11","nan","nan"
"13","17","1","6","8","14","12","11","10","2","7","5","9","3","4","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","1","12","8","3","17","11","7","2","13","9","10","5","6","skipped","skipped","nan","nan"
"17","10","6","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","5","2","11","4","13","15","17","3","12","6","10","14","16","1","9","nan","nan"
"8","15","1","5","9","7","11","14","3","13","12","16","17","10","4","6","2","nan","nan"
"9","16","3","7","17","13","15","12","4","2","14","5","11","8","6","10","1","nan","nan"
"14","5","3","11","2","4","7","15","13","8","16","17","1","12","skipped","skipped","skipped","nan","nan"
"17","11","4","3","10","14","8","2","5","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","17","13","4","15","16","12","8","14","9","7","6","11","3","5","nan","nan"
"15","17","2","4","8","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"1","16","3","12","15","4","14","17","9","13","7","2","5","11","6","8","skipped","nan","nan"
"6","2","5","3","12","8","13","9","11","17","15","4","1","10","14","7","16","nan","nan"
"11","14","3","9","6","8","16","17","7","15","12","5","10","1","4","2","13","nan","nan"
"6","5","4","11","13","3","14","17","15","8","10","2","16","9","12","7","1","nan","nan"
"7","14","9","13","2","3","15","17","10","4","16","11","1","8","12","5","6","nan","nan"
"8","2","1","10","13","6","12","17","16","3","4","7","14","9","15","5","11","nan","nan"
"6","3","13","15","4","11","2","1","12","9","10","17","7","5","14","16","8","nan","nan"
"9","10","4","13","15","14","17","16","11","6","12","1","8","2","5","3","7","nan","nan"
"8","12","14","10","4","17","11","13","6","5","15","16","1","3","2","7","9","nan","nan"
"8","13","10","11","14","6","17","16","7","9","15","2","3","1","4","5","12","nan","nan"
"6","14","2","8","3","15","17","11","10","12","5","1","16","7","4","9","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"1","9","13","12","4","15","16","14","8","10","17","11","3","2","5","7","6","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"9","12","11","7","5","13","14","17","6","4","15","16","1","2","3","8","10","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"11","16","5","2","12","17","15","4","9","13","7","1","3","8","10","14","6","nan","nan"
"5","4","6","12","7","2","14","15","17","1","10","13","16","3","11","8","9","nan","nan"
"1","3","14","16","10","6","13","2","11","7","8","4","17","12","15","9","skipped","nan","nan"
"16","4","7","12","8","5","13","17","11","6","15","2","10","3","1","9","14","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"12","7","10","1","8","14","5","9","4","11","6","2","16","17","3","15","13","nan","nan"
"10","16","3","11","17","12","8","15","14","2","9","1","13","7","6","5","4","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"13","17","1","5","12","16","15","10","8","7","11","2","14","4","6","3","9","nan","nan"
"17","14","7","9","2","15","16","13","12","11","3","6","4","1","10","5","8","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"6","4","16","12","1","2","8","13","7","15","3","11","17","skipped","skipped","skipped","skipped","nan","nan"
"9","16","1","5","11","6","14","15","10","4","17","8","3","12","13","2","7","nan","nan"
"2","13","8","11","4","17","15","16","12","10","6","7","1","14","9","3","5","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","15","13","3","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","3","4","12","2","14","15","10","11","16","7","1","17","8","5","9","nan","nan"
"4","8","16","12","13","10","11","3","5","9","2","7","14","17","1","15","6","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","7","4","17","16","1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","11","7","1","9","8","10","4","3","6","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","3","9","12","2","5","16","13","11","10","1","17","14","7","8","skipped","nan","nan"
"11","15","2","8","13","9","14","10","12","7","4","5","6","1","3","skipped","skipped","nan","nan"
"7","5","1","11","14","6","17","12","16","15","13","10","2","3","8","4","9","nan","nan"
"2","8","7","1","6","17","12","16","15","10","11","3","9","4","14","5","13","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","15","16","12","6","11","17","14","9","2","13","8","5","7","3","4","nan","nan"
"5","14","4","10","7","1","16","17","12","13","8","6","15","11","9","2","3","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","16","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","7","3","17","9","6","10","8","2","4","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","7","10","2","1","15","17","13","6","3","4","12","14","16","11","9","nan","nan"
"7","1","13","15","6","16","17","8","11","2","4","10","12","5","9","skipped","skipped","nan","nan"
"5","15","9","7","16","10","17","13","12","8","14","6","4","2","11","1","3","nan","nan"
"10","7","1","5","13","8","17","15","16","12","2","9","4","11","3","14","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"10","9","5","11","1","15","7","17","13","14","2","8","12","6","16","3","4","nan","nan"
"16","14","7","8","5","9","15","17","4","10","13","2","11","3","12","6","1","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"1","10","2","13","6","16","17","12","11","15","9","3","7","14","8","skipped","skipped","nan","nan"
"11","10","3","12","16","17","4","14","13","5","15","2","1","skipped","skipped","skipped","skipped","nan","nan"
"3","17","6","7","1","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","16","12","5","10","17","13","3","4","1","14","2","11","skipped","skipped","skipped","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"5","2","3","15","6","9","14","17","12","13","8","11","10","4","16","1","7","nan","nan"
"9","13","6","7","10","2","16","17","12","5","14","3","1","15","11","4","8","nan","nan"
"11","14","1","6","7","3","13","17","16","5","12","10","15","2","9","4","8","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"14","6","13","2","12","11","7","17","5","3","8","4","1","9","16","10","15","nan","nan"
"7","17","1","12","14","2","15","16","11","9","4","10","8","13","3","6","skipped","nan","nan"
"11","17","12","9","10","8","6","5","7","4","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","15","1","2","14","3","12","10","16","4","13","5","7","11","17","skipped","skipped","nan","nan"
"7","17","11","2","13","15","12","8","5","14","9","3","4","6","1","10","skipped","nan","nan"
"16","3","10","13","8","2","14","17","15","6","7","9","4","1","12","5","11","nan","nan"
"4","12","2","10","7","16","17","15","9","6","5","11","8","13","14","1","3","nan","nan"
"4","12","5","6","15","7","11","17","16","10","9","1","8","13","14","2","3","nan","nan"
"3","9","5","17","10","6","14","11","12","7","8","4","2","1","13","15","16","nan","nan"
"8","1","7","6","15","2","13","16","17","12","10","9","4","3","14","5","11","nan","nan"
"12","2","1","9","15","5","11","17","10","16","7","8","3","14","13","6","4","nan","nan"
"5","8","1","7","11","14","15","16","13","17","3","2","9","4","6","skipped","skipped","nan","nan"
"8","15","2","13","14","6","10","17","9","7","3","12","4","5","11","16","1","nan","nan"
"4","14","1","9","12","10","15","17","16","6","8","3","7","2","11","5","13","nan","nan"
"11","12","4","5","7","16","15","17","9","2","14","10","8","3","13","6","1","nan","nan"
"4","1","17","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","7","10","16","6","17","15","14","13","9","12","1","8","4","3","2","nan","nan"
"13","11","2","12","17","15","9","16","10","14","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","1","7","14","4","13","17","6","8","11","5","16","3","9","2","15","nan","nan"
"9","14","5","3","12","4","13","7","16","10","11","1","17","8","15","2","6","nan","nan"
"14","8","9","13","2","17","11","15","12","4","7","5","1","16","3","10","skipped","nan","nan"
"17","2","5","1","4","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","11","1","15","5","2","12","17","10","9","13","4","6","3","16","7","8","nan","nan"
"11","14","6","10","15","3","16","17","9","7","12","5","4","1","8","2","13","nan","nan"
"8","14","1","4","9","15","17","11","16","10","6","3","7","12","13","2","5","nan","nan"
"8","13","1","11","10","7","15","17","14","9","6","2","4","5","12","3","16","nan","nan"
"12","16","1","7","14","8","17","15","9","6","13","3","4","5","11","2","10","nan","nan"
"17","3","16","9","15","1","4","2","6","7","8","11","13","14","5","12","10","nan","nan"
"10","15","9","8","12","6","7","16","14","1","11","5","4","2","17","3","13","nan","nan"
"5","11","6","12","4","16","15","17","14","7","2","9","3","1","13","10","8","nan","nan"
"1","17","6","5","13","9","12","10","15","7","14","11","16","8","skipped","skipped","skipped","nan","nan"
"3","16","9","8","12","14","15","17","7","11","1","5","13","4","10","2","6","nan","nan"
"13","14","8","11","15","9","16","12","1","2","17","5","6","3","4","10","7","nan","nan"
"7","15","2","10","4","6","14","16","11","8","13","5","3","1","9","17","12","nan","nan"
"14","17","4","6","10","5","2","7","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","7","8","9","13","16","17","6","2","14","11","4","1","10","5","15","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"17","4","3","6","2","7","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","7","8","14","6","17","12","9","2","5","1","13","3","10","skipped","skipped","nan","nan"
"14","8","2","3","7","13","10","17","15","6","12","5","16","1","4","skipped","skipped","nan","nan"
"14","5","8","3","11","1","6","16","4","15","9","17","7","10","2","12","13","nan","nan"
"2","6","7","13","10","11","17","9","14","8","15","1","3","16","5","4","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","16","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","4","10","11","2","15","16","13","17","14","7","1","3","12","5","9","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"7","14","3","11","4","8","17","15","9","12","10","2","16","1","5","6","13","nan","nan"
"16","1","6","8","10","2","12","7","9","14","11","13","15","5","3","17","4","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","13","7","4","2","6","9","11","16","10","3","5","12","14","15","8","1","nan","nan"
"9","11","1","16","2","6","15","12","10","13","4","14","3","17","5","8","7","nan","nan"
"1","16","2","4","5","13","14","17","10","9","15","7","11","6","12","3","8","nan","nan"
"7","17","2","1","13","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","14","10","9","3","4","17","16","5","2","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","7","8","12","11","17","14","15","9","6","3","1","13","2","10","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"4","15","11","14","3","17","16","13","12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","16","1","5","15","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","6","9","11","15","17","13","14","7","4","3","12","8","1","10","skipped","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"10","4","1","15","9","14","11","17","12","13","6","3","7","8","16","5","2","nan","nan"
"15","9","6","7","8","14","16","17","11","2","1","3","13","10","12","5","4","nan","nan"
"13","11","4","7","6","2","12","16","17","14","5","10","1","3","15","8","9","nan","nan"
"6","11","9","13","2","14","10","17","8","7","4","5","1","16","15","3","12","nan","nan"
"17","16","1","9","8","10","13","15","12","7","14","6","5","3","2","4","11","nan","nan"
"5","16","6","2","8","11","14","15","12","9","1","7","4","10","13","17","3","nan","nan"
"1","17","4","5","16","3","15","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","1","9","17","3","16","11","14","4","15","7","2","5","6","12","10","nan","nan"
"2","7","12","8","9","1","15","17","6","13","4","11","10","5","16","14","3","nan","nan"
"12","13","8","9","14","11","16","17","6","3","15","2","10","1","7","5","4","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","8","12","16","14","4","7","11","15","1","3","5","9","2","13","skipped","nan","nan"
"3","6","8","11","15","4","17","14","9","10","16","7","1","2","13","5","12","nan","nan"
"2","13","4","7","11","17","12","5","3","15","1","10","16","9","14","8","6","nan","nan"
"5","12","2","9","8","3","6","7","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","2","5","9","14","15","17","8","7","6","4","12","13","11","3","10","nan","nan"
"12","15","4","2","1","11","13","17","10","8","7","9","6","3","16","5","14","nan","nan"
"5","13","17","6","7","2","16","3","9","4","10","1","15","11","12","8","14","nan","nan"
"5","13","4","2","10","9","8","17","16","15","11","3","1","12","6","7","14","nan","nan"
"16","8","9","11","4","14","5","6","13","10","7","1","2","12","15","17","3","nan","nan"
"12","3","7","10","2","6","11","5","4","9","8","14","13","17","16","15","1","nan","nan"
"1","9","2","6","14","11","16","17","13","10","3","7","8","5","15","4","12","nan","nan"
