,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
17473,PR,Ballina Pre-Poll,16153,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17474,PR,Ballina Pre-Poll,16154,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17475,PR,Ballina Pre-Poll,16155,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17476,PR,Ballina Pre-Poll,16156,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17477,PR,Ballina Pre-Poll,16157,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,1,5
17478,PR,Ballina Pre-Poll,16158,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17479,PR,Ballina Pre-Poll,16159,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17480,PR,Ballina Pre-Poll,16160,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17481,PR,Ballina Pre-Poll,16161,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17482,PR,Ballina Pre-Poll,16162,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17483,PR,Ballina Pre-Poll,16163,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17484,PR,Ballina Pre-Poll,16164,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17485,PR,Ballina Pre-Poll,16165,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17486,PR,Ballina Pre-Poll,16166,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17487,PR,Ballina Pre-Poll,16167,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
17488,PR,Ballina Pre-Poll,16168,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17489,PR,Ballina Pre-Poll,16169,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17490,PR,Ballina Pre-Poll,16170,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
17491,PR,Ballina Pre-Poll,16171,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,1,5
17492,PR,Ballina Pre-Poll,16172,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17493,PR,Ballina Pre-Poll,16173,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17494,PR,Ballina Pre-Poll,16174,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17495,PR,Ballina Pre-Poll,16175,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17496,PR,Ballina Pre-Poll,16176,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,skipped,skipped,1,5
17497,PR,Ballina Pre-Poll,16177,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,1,5
17498,PR,Ballina Pre-Poll,16178,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17499,PR,Ballina Pre-Poll,16179,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17500,PR,Ballina Pre-Poll,16180,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
17501,PR,Ballina Pre-Poll,16181,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,WILLIAMS Keith,1,5
17502,PR,Ballina Pre-Poll,16182,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17503,PR,Ballina Pre-Poll,16183,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17504,PR,Ballina Pre-Poll,16184,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17505,PR,Ballina Pre-Poll,16185,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17506,PR,Ballina Pre-Poll,16186,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17507,PR,Ballina Pre-Poll,16187,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17508,PR,Ballina Pre-Poll,16188,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17509,PR,Ballina Pre-Poll,16189,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17510,PR,Ballina Pre-Poll,16190,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17511,PR,Ballina Pre-Poll,16191,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17512,PR,Ballina Pre-Poll,16192,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17513,PR,Ballina Pre-Poll,16193,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17514,PR,Ballina Pre-Poll,16194,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
17515,PR,Ballina Pre-Poll,16195,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17516,PR,Ballina Pre-Poll,16196,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17517,PR,Ballina Pre-Poll,16197,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
17518,PR,Ballina Pre-Poll,16198,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,5
17519,PR,Ballina Pre-Poll,16199,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17520,PR,Ballina Pre-Poll,16200,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17521,PR,Ballina Pre-Poll,16201,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17522,PR,Ballina Pre-Poll,16202,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17523,PR,Ballina Pre-Poll,16203,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,skipped,skipped,skipped,1,5
17524,PR,Ballina Pre-Poll,16204,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17525,PR,Ballina Pre-Poll,16205,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17526,PR,Ballina Pre-Poll,16206,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17527,PR,Ballina Pre-Poll,16207,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17528,PR,Ballina Pre-Poll,16208,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,1,5
17529,PR,Ballina Pre-Poll,16209,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,JOHNSTON Eoin,WILLIAMS Keith,1,5
17530,PR,Ballina Pre-Poll,16210,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,CADWALLADER Sharon,skipped,skipped,1,5
17531,PR,Ballina Pre-Poll,16211,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
17532,PR,Ballina Pre-Poll,16212,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17533,PR,Ballina Pre-Poll,16213,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
17534,PR,Ballina Pre-Poll,16214,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17535,PR,Ballina Pre-Poll,16215,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17536,PR,Ballina Pre-Poll,16216,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17537,PR,Ballina Pre-Poll,16217,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17538,PR,Ballina Pre-Poll,16218,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17539,PR,Ballina Pre-Poll,16219,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17540,PR,Ballina Pre-Poll,16220,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17541,PR,Ballina Pre-Poll,16221,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17542,PR,Ballina Pre-Poll,16222,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17543,PR,Ballina Pre-Poll,16223,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17544,PR,Ballina Pre-Poll,16224,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17545,PR,Ballina Pre-Poll,16225,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,skipped,skipped,1,5
17546,PR,Ballina Pre-Poll,16226,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17547,PR,Ballina Pre-Poll,16227,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17548,PR,Ballina Pre-Poll,16228,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17549,PR,Ballina Pre-Poll,16229,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17550,PR,Ballina Pre-Poll,16230,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17551,PR,Ballina Pre-Poll,16231,Formal,MP,WILLIAMS Keith,JOHNSTON Eoin,skipped,skipped,skipped,1,5
17552,PR,Ballina Pre-Poll,16232,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17553,PR,Ballina Pre-Poll,16233,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
17554,PR,Ballina Pre-Poll,16234,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17555,PR,Ballina Pre-Poll,16235,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17556,PR,Ballina Pre-Poll,16236,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17557,PR,Ballina Pre-Poll,16237,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17558,PR,Ballina Pre-Poll,16238,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17559,PR,Ballina Pre-Poll,16239,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17560,PR,Ballina Pre-Poll,16240,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17561,PR,Ballina Pre-Poll,16241,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17562,PR,Ballina Pre-Poll,16242,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
17563,PR,Ballina Pre-Poll,16243,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17564,PR,Ballina Pre-Poll,16244,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17565,PR,Ballina Pre-Poll,16245,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,JOHNSON Jeff,1,5
17566,PR,Ballina Pre-Poll,16246,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17567,PR,Ballina Pre-Poll,16247,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17568,PR,Ballina Pre-Poll,16248,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,1,5
17569,PR,Ballina Pre-Poll,16249,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17570,PR,Ballina Pre-Poll,16250,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17571,PR,Ballina Pre-Poll,16251,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17572,PR,Ballina Pre-Poll,16252,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17573,PR,Ballina Pre-Poll,16253,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17574,PR,Ballina Pre-Poll,16254,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17575,PR,Ballina Pre-Poll,16255,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,JOHNSON Jeff,1,5
17576,PR,Ballina Pre-Poll,16256,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17577,PR,Ballina Pre-Poll,16257,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17578,PR,Ballina Pre-Poll,16258,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17579,PR,Ballina Pre-Poll,16259,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17580,PR,Ballina Pre-Poll,16260,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17581,PR,Ballina Pre-Poll,16261,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17582,PR,Ballina Pre-Poll,16262,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17583,PR,Ballina Pre-Poll,16263,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17584,PR,Ballina Pre-Poll,16264,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17585,PR,Ballina Pre-Poll,16265,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17586,PR,Ballina Pre-Poll,16266,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,1,5
17587,PR,Ballina Pre-Poll,16267,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17588,PR,Ballina Pre-Poll,16268,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,CADWALLADER Sharon,JOHNSTON Eoin,JOHNSON Jeff,1,5
17589,PR,Ballina Pre-Poll,16269,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17590,PR,Ballina Pre-Poll,16270,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17591,PR,Ballina Pre-Poll,16271,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17592,PR,Ballina Pre-Poll,16272,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17593,PR,Ballina Pre-Poll,16273,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17594,PR,Ballina Pre-Poll,16274,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17595,PR,Ballina Pre-Poll,16275,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17596,PR,Ballina Pre-Poll,16276,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17597,PR,Ballina Pre-Poll,16277,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,1,5
17598,PR,Ballina Pre-Poll,16278,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17599,PR,Ballina Pre-Poll,16279,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17600,PR,Ballina Pre-Poll,16280,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17601,PR,Ballina Pre-Poll,16281,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,1,5
17602,PR,Ballina Pre-Poll,16282,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17603,PR,Ballina Pre-Poll,16283,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17604,PR,Ballina Pre-Poll,16284,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17605,PR,Ballina Pre-Poll,16285,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17606,PR,Ballina Pre-Poll,16286,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17607,PR,Ballina Pre-Poll,16287,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17608,PR,Ballina Pre-Poll,16288,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17609,PR,Ballina Pre-Poll,16289,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17610,PR,Ballina Pre-Poll,16290,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,1,5
17611,PR,Ballina Pre-Poll,16291,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17612,PR,Ballina Pre-Poll,16292,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17613,PR,Ballina Pre-Poll,16293,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17614,PR,Ballina Pre-Poll,16294,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17615,PR,Ballina Pre-Poll,16295,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17616,PR,Ballina Pre-Poll,16296,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17617,PR,Ballina Pre-Poll,16297,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17618,PR,Ballina Pre-Poll,16298,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17619,PR,Ballina Pre-Poll,16299,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17620,PR,Ballina Pre-Poll,16300,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17621,PR,Ballina Pre-Poll,16301,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17622,PR,Ballina Pre-Poll,16302,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17623,PR,Ballina Pre-Poll,16303,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17624,PR,Ballina Pre-Poll,16304,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17625,PR,Ballina Pre-Poll,16305,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,skipped,skipped,skipped,1,5
17626,PR,Ballina Pre-Poll,16306,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17627,PR,Ballina Pre-Poll,16307,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,1,5
17628,PR,Ballina Pre-Poll,16308,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17629,PR,Ballina Pre-Poll,16309,Formal,MP,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,CADWALLADER Sharon,1,5
17630,PR,Ballina Pre-Poll,16310,Formal,MP,WILLIAMS Keith,JOHNSON Jeff,skipped,skipped,skipped,1,5
17631,PR,Ballina Pre-Poll,16311,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17632,PR,Ballina Pre-Poll,16312,Formal,MP,WILLIAMS Keith,skipped,skipped,skipped,skipped,1,5
17633,PR,Ballina Pre-Poll,16313,Formal,MP,WILLIAMS Keith,CADWALLADER Sharon,MCCARTHY Steve,JOHNSTON Eoin,JOHNSON Jeff,1,5
17634,PR,Ballina Pre-Poll,16314,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17635,PR,Ballina Pre-Poll,16315,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17636,PR,Ballina Pre-Poll,16316,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,CADWALLADER Sharon,skipped,skipped,1,5
17637,PR,Ballina Pre-Poll,16317,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17638,PR,Ballina Pre-Poll,16318,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17639,PR,Ballina Pre-Poll,16319,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17640,PR,Ballina Pre-Poll,16320,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17641,PR,Ballina Pre-Poll,16321,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17642,PR,Ballina Pre-Poll,16322,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,WILLIAMS Keith,MCCARTHY Steve,1,5
17643,PR,Ballina Pre-Poll,16323,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17644,PR,Ballina Pre-Poll,16324,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17645,PR,Ballina Pre-Poll,16325,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17646,PR,Ballina Pre-Poll,16326,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,JOHNSTON Eoin,MCCARTHY Steve,1,5
17647,PR,Ballina Pre-Poll,16327,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17648,PR,Ballina Pre-Poll,16328,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17649,PR,Ballina Pre-Poll,16329,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17650,PR,Ballina Pre-Poll,16330,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
17651,PR,Ballina Pre-Poll,16331,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,1,5
17652,PR,Ballina Pre-Poll,16332,Formal,MP,JOHNSON Jeff,JOHNSTON Eoin,MCCARTHY Steve,CADWALLADER Sharon,WILLIAMS Keith,1,5
17653,PR,Ballina Pre-Poll,16333,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17654,PR,Ballina Pre-Poll,16334,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17655,PR,Ballina Pre-Poll,16335,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17656,PR,Ballina Pre-Poll,16336,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17657,PR,Ballina Pre-Poll,16337,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17658,PR,Ballina Pre-Poll,16338,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17659,PR,Ballina Pre-Poll,16339,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17660,PR,Ballina Pre-Poll,16340,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17661,PR,Ballina Pre-Poll,16341,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17662,PR,Ballina Pre-Poll,16342,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17663,PR,Ballina Pre-Poll,16343,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17664,PR,Ballina Pre-Poll,16344,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17665,PR,Ballina Pre-Poll,16345,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17666,PR,Ballina Pre-Poll,16346,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17667,PR,Ballina Pre-Poll,16347,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,WILLIAMS Keith,skipped,skipped,1,5
17668,PR,Ballina Pre-Poll,16348,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
17669,PR,Ballina Pre-Poll,16349,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,WILLIAMS Keith,1,5
17670,PR,Ballina Pre-Poll,16350,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17671,PR,Ballina Pre-Poll,16351,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,JOHNSTON Eoin,CADWALLADER Sharon,MCCARTHY Steve,1,5
17672,PR,Ballina Pre-Poll,16352,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17673,PR,Ballina Pre-Poll,16353,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17674,PR,Ballina Pre-Poll,16354,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17675,PR,Ballina Pre-Poll,16355,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,JOHNSTON Eoin,MCCARTHY Steve,WILLIAMS Keith,1,5
17676,PR,Ballina Pre-Poll,16356,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17677,PR,Ballina Pre-Poll,16357,Formal,MP,JOHNSON Jeff,MCCARTHY Steve,skipped,skipped,skipped,1,5
17678,PR,Ballina Pre-Poll,16358,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,MCCARTHY Steve,JOHNSTON Eoin,CADWALLADER Sharon,1,5
17679,PR,Ballina Pre-Poll,16359,Formal,MP,JOHNSON Jeff,CADWALLADER Sharon,skipped,skipped,skipped,1,5
17680,PR,Ballina Pre-Poll,16360,Formal,MP,JOHNSON Jeff,WILLIAMS Keith,skipped,skipped,skipped,1,5
17681,PR,Ballina Pre-Poll,16361,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
17682,PR,Ballina Pre-Poll,16362,Formal,MP,JOHNSON Jeff,skipped,skipped,skipped,skipped,1,5
