ballotID,precinctPortion,ballot_type,countingGroup,votingLocation,district,districtType,precinct,rank1,rank2,rank3,Num cands,Num seats
00022_00005_000012,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00022_00005_000002,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00022_00005_000009,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00022_00005_000019,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00022_00005_000065,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00023_00004_000042,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00023_00004_000076,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00023_00004_000086,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00024_00003_000053,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00024_00003_000061,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00024_00003_000068,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00031_00072_000032,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00031_00072_000028,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00026_00978_000044,PCT 7903,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7903,HILLARY RONEN,skipped,skipped,2,1
00026_00978_000025,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00026_00978_000102,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_00978_000053,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_00978_000029,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00026_00979_000048,PCT 7903,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7903,HILLARY RONEN,skipped,skipped,2,1
00026_00979_000093,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00026_00979_000034,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00026_00979_000030,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00020_00137_000010,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00019_00729_000009,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00019_00729_000090,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00019_00729_000079,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00019_00729_000029,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00019_00729_000045,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00019_00730_000087,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00026_00981_000078,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00026_00981_000085,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00026_00981_000038,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00026_00981_000024,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00024_00097_000093,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00024_00097_000085,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00019_00731_000061,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_00982_000022,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00021_00131_000019,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000047,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000002,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000016,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000054,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000031,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00019_00732_000028,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00019_00733_000079,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00026_00983_000095,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00019_00734_000029,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00019_00734_000088,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00019_00734_000058,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00019_00734_000065,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000016,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000076,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000072,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000019,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000060,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00026_00986_000028,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00026_00987_000012,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00025_00083_000004,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00025_00083_000060,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00026_00988_000036,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00026_00988_000028,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00026_00988_000029,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00019_00739_000003,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00019_00739_000058,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00023_00751_000042,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00026_00990_000011,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00022_00066_000044,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00031_00074_000080,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00031_00074_000055,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00031_00074_000065,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00022_01216_000053,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00022_01216_000064,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00023_00752_000031,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00023_00752_000024,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00023_00752_000056,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00023_00752_000028,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00026_00991_000010,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000036,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000031,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000019,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000062,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000057,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00019_00055_000044,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00019_00740_000029,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00019_00740_000019,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00019_00741_000044,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00019_00741_000063,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00019_00741_000056,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00019_00741_000040,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00021_00898_000062,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00022_01218_000061,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00022_01218_000039,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00022_01218_000019,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00026_00993_000050,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00026_00994_000015,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00026_00994_000058,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00019_00742_000011,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00019_00742_000024,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00019_00742_000012,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00022_01219_000022,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00023_00754_000039,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00023_00754_000027,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00026_00995_000055,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00026_00995_000038,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00026_00996_000013,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00021_00132_000053,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00021_00132_000035,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00021_00132_000031,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00031_00075_000004,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00021_00900_000040,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00022_01221_000004,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00023_00755_000032,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00023_00755_000051,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00023_00756_000011,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00023_00756_000041,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00021_00133_000091,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00024_00099_000097,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00022_01222_000011,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00023_00757_000033,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00023_00757_000026,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00026_00997_000080,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00026_00997_000046,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00026_00998_000075,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00026_00998_000081,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00026_00998_000056,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00026_00112_000037,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00026_00112_000081,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00019_00744_000015,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00022_01223_000052,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00022_01223_000060,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00027_00098_000070,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00027_00098_000040,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00023_00758_000057,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00023_00758_000023,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00026_00999_000063,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00026_00999_000067,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00020_00041_000068,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00020_00041_000063,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00030_00092_000024,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00019_00745_000005,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00020_00955_000037,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00020_00955_000048,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00021_00902_000068,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00021_00902_000079,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00021_00903_000085,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00021_00903_000053,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00031_00076_000048,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00031_00076_000069,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00031_00076_000061,PCT 7932,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7932,HILLARY RONEN,skipped,skipped,2,1
00026_01000_000006,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00026_01000_000104,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00026_01000_000098,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000039,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000014,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000010,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000035,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000018,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00019_00747_000022,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00020_00956_000014,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00020_00956_000047,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00020_00957_000069,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00022_01227_000017,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00026_01001_000101,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00026_01001_000035,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00027_01147_000006,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00027_01147_000010,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00027_01147_000007,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00025_00084_000076,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00019_00748_000005,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00019_00748_000061,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00020_00958_000010,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
