rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,5,1
Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Armand R. Cerbone PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,5,1
Armand R. Cerbone PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,skipped,skipped,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Sandra L. Shullman PhD,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,5,1
Steven D. Hollon PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Armand R. Cerbone PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,skipped,5,1
Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Jean Lau Chin EdD,Armand R. Cerbone PhD,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,skipped,skipped,5,1
Jean Lau Chin EdD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Armand R. Cerbone PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,skipped,5,1
Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Armand R. Cerbone PhD,5,1
Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Jean Lau Chin EdD,skipped,skipped,5,1
Jean Lau Chin EdD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,skipped,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,5,1
Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Sandra L. Shullman PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,skipped,skipped,5,1
Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Sandra L. Shullman PhD,Jean Lau Chin EdD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
Armand R. Cerbone PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Armand R. Cerbone PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,skipped,skipped,skipped,skipped,5,1
Sandra L. Shullman PhD,Jean Lau Chin EdD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Armand R. Cerbone PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Jean Lau Chin EdD,skipped,skipped,5,1
Sandra L. Shullman PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Jean Lau Chin EdD,Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Armand R. Cerbone PhD,Steven D. Hollon PhD,5,1
Sandra L. Shullman PhD,Susan Krauss Whitbourne PhD,Steven D. Hollon PhD,Armand R. Cerbone PhD,Jean Lau Chin EdD,5,1
