rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Thomas G. Plante PhD ABPP,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,skipped,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,5,1
Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,5,1
Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Thomas G. Plante PhD ABPP,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Frank C. Worrell PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Steven D. Hollon PhD,Kirk J. Schneider PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,5,1
Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Frank C. Worrell PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,5,1
Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Frank C. Worrell PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,skipped,skipped,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Steven D. Hollon PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Frank C. Worrell PhD,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,Steven D. Hollon PhD,skipped,skipped,skipped,5,1
Steven D. Hollon PhD,skipped,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,skipped,5,1
Thomas G. Plante PhD ABPP,Frank C. Worrell PhD,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,skipped,skipped,skipped,skipped,5,1
Kirk J. Schneider PhD,skipped,skipped,skipped,skipped,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Steven D. Hollon PhD,Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Steven D. Hollon PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Kirk J. Schneider PhD,Susan Krauss Whitbourne PhD ABPP,Steven D. Hollon PhD,Thomas G. Plante PhD ABPP,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,Thomas G. Plante PhD ABPP,Steven D. Hollon PhD,Kirk J. Schneider PhD,5,1
Frank C. Worrell PhD,Susan Krauss Whitbourne PhD ABPP,skipped,skipped,skipped,5,1
Susan Krauss Whitbourne PhD ABPP,Frank C. Worrell PhD,Steven D. Hollon PhD,Kirk J. Schneider PhD,Thomas G. Plante PhD ABPP,5,1
