rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,numSeats,numCands
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
2,6,1,18,5,4,5,4,6,2,3,5,3,3,4,5,4,5,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
18,18,3,18,18,18,18,18,1,5,18,18,2,4,18,18,18,18,Unknown,
13,7,5,9,18,11,14,16,10,3,4,2,17,12,1,6,8,15,Unknown,
4,17,10,18,17,17,16,2,17,3,1,17,7,1,8,17,5,17,Unknown,
11,5,6,4,10,15,17,1,12,2,7,16,3,9,13,18,8,14,Unknown,
18,1,18,18,18,18,18,18,18,18,2,18,18,18,18,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Unknown,
2,18,5,18,18,18,18,18,18,4,2,18,18,18,1,18,18,18,Unknown,
9,2,5,8,12,18,13,7,10,6,4,15,1,3,14,17,16,11,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,Unknown,
