rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
13,9,11,14,3,16,10,12,8,15,2,1,7,4,6,5,,
3,5,6,7,16,7,1,16,16,16,6,16,3,2,4,8,,
12,9,4,6,2,14,3,7,10,1,16,11,13,15,8,5,,
16,13,16,6,2,15,15,14,16,15,2,16,15,1,5,16,,
14,12,9,16,7,4,8,11,3,1,5,2,15,6,10,13,,
14,10,9,8,7,6,16,13,2,4,12,1,5,3,15,11,,
4,15,16,8,10,13,5,7,6,11,12,1,2,14,3,9,,
8,3,1,16,7,4,10,12,6,15,5,2,14,4,9,13,,
14,1,2,13,10,5,12,9,4,3,16,6,7,15,8,11,,
6,2,1,4,15,10,3,7,11,13,9,14,12,16,5,8,,
16,16,16,1,1,16,16,16,2,16,16,2,16,16,16,16,,
16,16,16,6,3,5,16,16,7,16,16,1,4,16,16,2,,
15,9,16,8,6,10,12,3,5,2,13,4,1,11,14,7,,
9,14,15,12,4,6,3,2,13,1,7,10,16,11,5,8,,
5,15,16,9,3,7,13,3,1,6,11,4,8,12,14,10,,
16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,,
12,8,9,15,3,6,4,12,12,2,1,12,7,16,5,15,,
16,16,10,10,16,16,10,10,2,1,16,10,16,16,10,10,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
1,10,13,11,16,3,14,7,5,4,12,2,6,8,15,9,,
16,16,16,16,1,16,16,16,16,2,16,16,16,16,16,16,,
16,6,2,16,1,16,5,3,16,7,16,16,16,16,4,16,,
16,16,16,16,16,16,16,16,16,2,16,1,16,16,16,16,,
10,5,6,12,14,16,3,9,1,2,11,8,15,13,4,7,,
3,16,11,6,15,10,12,2,7,8,9,1,13,4,14,5,,
10,1,8,12,9,16,11,14,7,15,3,2,4,5,13,6,,
12,12,12,12,1,13,12,12,12,2,12,16,16,12,12,12,,
13,2,6,15,1,12,4,5,8,7,9,3,14,16,10,11,,
16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,16,,
5,12,11,4,9,6,10,16,3,7,15,1,2,14,8,13,,
11,7,12,9,1,16,10,13,3,4,15,2,6,14,5,8,,
13,4,5,7,16,8,12,10,9,14,11,6,3,2,15,1,,
3,13,15,10,11,1,5,2,12,14,7,16,8,6,4,9,,
13,3,8,16,5,9,10,6,4,2,12,1,11,14,15,7,,
16,5,1,8,4,15,6,10,9,3,14,2,13,12,7,11,,
4,16,5,16,2,8,16,1,16,6,16,7,3,16,16,9,,
12,14,7,11,16,2,6,10,1,5,3,4,15,8,9,13,,
7,4,9,12,10,5,15,16,11,2,1,14,6,3,13,8,,
13,4,12,2,5,10,15,9,11,1,7,3,14,8,16,6,,
16,7,6,16,1,16,16,3,2,5,16,4,16,16,16,16,,
7,5,1,6,7,7,3,7,7,4,7,7,7,7,2,7,,
14,6,5,1,12,15,3,9,10,11,13,4,8,16,2,7,,
7,5,6,11,16,15,4,14,10,1,13,3,9,8,12,2,,
10,8,9,13,2,6,15,16,3,5,14,1,7,11,12,4,,
10,12,12,14,6,15,8,16,13,1,3,4,7,9,5,2,,
16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
16,5,4,4,1,16,6,5,2,3,8,7,16,7,7,16,,
14,8,6,3,15,9,14,12,1,4,13,2,7,10,11,5,,
8,11,1,14,7,5,13,16,4,10,3,2,15,6,12,9,,
4,16,16,7,1,3,16,16,16,16,6,16,5,2,16,8,,
10,6,9,14,1,8,15,12,13,7,4,2,3,4,16,11,,
11,10,1,14,7,5,13,16,3,8,4,2,15,6,12,9,,
13,3,5,7,15,6,9,11,4,1,14,2,8,16,10,12,,
2,16,16,16,16,7,5,16,16,1,8,16,4,9,3,6,,
4,16,16,6,16,16,9,3,2,5,16,1,16,16,8,7,,
8,4,5,6,1,12,14,7,13,2,11,3,10,15,16,9,,
7,9,12,4,1,14,11,6,3,2,10,8,15,13,16,5,,
1,6,12,10,1,16,13,7,9,1,16,5,4,16,8,16,,
1,13,14,12,15,15,3,3,11,2,5,15,6,5,4,6,,
14,11,8,5,1,14,16,7,3,2,10,4,6,15,9,14,,
13,9,14,6,5,7,12,1,3,2,8,16,11,15,10,4,,
7,6,5,13,10,9,8,16,3,2,14,1,12,11,4,15,,
5,15,9,11,10,12,8,12,6,2,13,1,3,16,7,4,,
3,8,11,15,4,7,9,12,6,13,16,1,2,10,14,5,,
8,6,16,15,3,14,10,4,11,1,12,1,5,13,7,9,,
10,7,14,12,4,11,16,15,8,9,1,6,5,3,13,2,,
3,7,9,14,14,15,8,14,4,2,6,1,14,5,14,14,,
11,6,8,5,12,10,4,15,7,3,13,1,14,16,2,9,,
16,16,16,16,16,16,16,16,2,16,16,1,16,16,16,16,,
8,11,12,13,1,15,9,2,5,4,14,3,6,16,10,7,,
11,7,12,4,16,9,15,13,2,10,5,1,3,6,14,8,,
16,16,16,16,2,16,16,3,16,1,16,16,16,16,16,16,,
5,1,12,13,2,10,11,3,14,6,16,7,4,16,9,8,,
6,16,16,16,16,16,16,4,16,1,3,16,16,2,16,5,,
6,8,13,2,4,12,16,14,9,1,7,5,3,15,11,10,,
16,16,16,16,4,16,16,16,2,16,16,3,16,1,16,16,,
15,15,14,16,16,16,3,16,16,5,15,16,15,15,1,2,,
15,14,12,9,16,7,8,3,2,13,5,1,10,6,11,4,,
11,9,16,1,8,10,13,7,15,5,2,12,6,4,14,3,,
9,7,8,16,5,4,15,10,1,2,13,12,3,11,14,6,,
10,10,10,8,13,15,16,5,1,2,11,4,3,14,12,7,,
12,15,16,10,3,13,9,14,5,2,8,7,6,1,11,4,,
11,7,12,16,10,16,16,16,4,9,3,2,1,6,8,5,,
15,15,16,15,1,15,15,15,15,15,15,15,15,15,15,15,,
1,16,12,16,3,4,2,16,6,6,8,5,7,11,9,10,,
2,14,4,8,3,12,5,13,10,1,16,11,6,16,7,9,,
6,12,14,11,3,2,9,4,10,8,16,13,5,7,16,1,,
7,13,3,8,2,12,10,14,15,1,6,11,4,5,9,16,,
5,3,14,12,1,16,8,7,10,11,4,15,2,6,9,13,,
3,1,7,10,4,15,13,12,5,6,8,2,16,14,11,9,,
16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,,
16,1,4,10,5,3,14,7,2,6,11,13,9,15,12,8,,
8,16,14,4,7,6,10,16,5,3,2,1,12,13,9,11,,
9,12,16,6,2,7,10,5,4,1,15,3,13,14,11,8,,
14,3,2,1,15,14,4,8,14,16,14,14,14,7,6,5,,
13,5,8,12,14,10,15,11,7,3,4,9,1,6,16,2,,
12,13,9,3,10,4,5,14,11,16,15,2,1,8,7,6,,
11,6,15,13,7,14,10,12,5,8,2,9,16,3,4,1,,
5,16,5,4,1,6,16,7,3,2,12,16,4,16,16,10,,
12,6,11,13,7,9,15,5,1,3,10,2,14,4,16,8,,
2,11,9,10,7,14,4,5,8,1,16,3,12,16,6,13,,
6,8,9,7,11,14,16,1,4,2,13,5,3,12,15,10,,
3,8,7,16,11,14,12,12,6,2,9,1,4,13,15,5,,
3,16,16,4,1,16,16,16,16,16,16,16,16,16,16,2,,
16,16,6,7,16,3,16,16,5,4,16,1,16,2,8,16,,
4,6,11,16,9,8,15,10,5,3,12,1,7,13,14,2,,
5,4,3,11,8,10,14,9,13,1,6,2,15,12,16,7,,
16,16,16,4,16,16,5,1,6,16,16,3,7,16,2,16,,
6,9,4,16,1,12,8,7,3,2,14,5,10,15,11,13,,
7,11,8,9,4,6,14,13,2,5,3,16,15,1,12,10,,
13,16,10,5,12,11,9,14,6,15,1,4,8,2,3,7,,
1,10,14,13,5,9,16,2,7,3,12,8,6,11,15,4,,
5,9,8,14,6,11,13,4,10,1,13,3,12,7,13,2,,
3,2,16,7,1,16,16,2,16,16,16,6,5,16,12,10,,
4,15,11,14,1,7,8,13,9,2,6,16,5,3,12,10,,
1,10,3,10,5,5,16,10,16,2,16,4,3,16,16,2,,
16,10,16,3,16,16,16,4,16,16,1,16,16,2,16,16,,
13,10,3,9,12,7,8,1,6,5,16,2,15,11,14,4,,
16,16,16,5,16,16,6,7,2,1,16,3,16,16,4,16,,
5,13,12,6,16,11,10,8,1,3,16,2,9,16,7,4,,
8,10,3,13,5,11,9,4,1,6,14,2,7,15,16,12,,
2,7,7,16,11,10,14,9,5,4,13,1,6,15,12,3,,
16,16,5,4,16,16,2,16,8,16,7,1,16,16,3,6,,
14,14,14,14,2,14,14,1,3,14,14,16,14,14,14,14,,
6,5,16,3,7,13,14,4,8,2,10,1,15,11,9,12,,
6,1,12,14,2,10,13,3,7,5,4,16,8,15,9,11,,
13,7,4,12,14,5,6,3,11,1,10,2,15,9,8,16,,
3,16,16,3,4,16,16,1,16,2,3,16,2,16,16,16,,
16,16,1,6,4,16,16,14,16,2,3,7,16,16,15,5,,
11,6,5,10,12,2,14,1,9,7,13,16,4,3,15,8,,
16,16,16,16,2,16,16,3,16,1,16,16,16,16,16,16,,
8,6,16,9,5,7,3,10,11,15,2,14,12,1,4,13,,
