rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,numSeats,numCands
18,4,1,18,3,18,18,5,2,18,7,8,18,6,18,4,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
8,4,1,18,3,18,18,5,6,18,18,7,18,18,9,2,18,18,,
Skipped,4,1,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,7,5,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
18,4,1,18,2,18,18,18,6,7,3,18,18,18,18,5,18,8,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
12,11,1,8,5,10,13,6,2,7,9,18,14,16,4,3,15,17,,
18,1,3,10,18,18,18,4,9,7,18,18,18,18,18,2,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
10,4,1,7,6,15,18,5,3,9,13,8,14,12,11,2,17,16,,
10,3,2,18,9,6,18,8,1,7,4,5,18,18,18,5,18,11,,
8,17,9,13,12,4,11,3,1,7,16,3,5,14,7,18,15,11,,
3,5,3,8,6,14,18,11,2,12,7,9,16,13,15,1,17,10,,
10,1,1,14,3,8,18,5,5,11,11,5,15,17,9,4,18,7,,
12,2,1,11,5,10,13,6,3,9,14,16,17,15,8,4,18,7,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
17,5,1,16,10,6,15,4,2,11,6,6,8,15,18,3,14,16,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
2,3,1,16,7,13,17,6,4,11,14,9,8,18,10,5,15,12,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,,
6,3,2,9,4,10,18,1,8,7,18,7,18,18,18,5,18,18,,
1,3,2,10,6,8,Skipped,7,4,Skipped,Skipped,Skipped,Skipped,Skipped,11,5,Skipped,9,,
18,18,18,18,18,18,1,8,10,5,18,18,15,18,17,3,18,2,,
6,7,2,13,4,12,18,5,3,10,16,8,17,15,9,1,14,11,,
10,2,1,11,3,16,18,5,4,8,12,6,14,18,13,7,17,15,,
7,9,2,14,8,10,17,6,1,13,5,4,15,18,12,3,11,15,,
9,7,3,12,8,17,10,5,2,4,6,16,11,14,13,1,18,15,,
2,14,5,16,10,17,15,8,3,1,6,7,12,13,11,4,18,9,,
18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,,
8,6,1,9,7,11,18,10,2,18,5,4,18,18,18,3,18,18,,
9,4,1,18,5,18,18,7,2,18,18,3,18,18,18,6,18,8,,
2,4,1,17,6,9,18,12,3,8,10,11,14,7,13,5,15,16,,
4,5,1,13,12,17,14,10,7,2,8,6,11,9,15,3,18,16,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
18,18,1,18,18,18,18,18,3,18,5,4,18,18,18,2,18,18,,
5,3,1,6,4,8,12,3,2,6,6,5,10,9,7,2,8,6,,
7,4,5,10,6,18,13,2,3,9,8,11,14,17,12,1,16,15,,
9,6,1,18,5,10,10,4,2,9,10,7,18,10,18,5,18,3,,
8,5,1,18,3,18,18,6,2,18,9,4,18,18,18,7,18,18,,
1,9,2,7,4,17,14,5,6,9,13,7,11,12,15,3,16,18,,
4,3,1,15,8,6,14,10,3,13,9,7,11,4,12,2,16,5,,
7,3,1,13,5,15,10,6,3,12,8,9,16,17,11,2,17,14,,
6,3,1,12,7,Skipped,11,2,5,9,10,8,13,14,Skipped,4,Skipped,15,,
9,4,1,2,7,18,18,16,17,18,3,6,18,18,18,5,18,18,,
8,4,1,18,3,18,18,6,2,9,10,5,18,18,18,7,18,18,,
18,15,14,18,18,18,18,6,1,11,18,18,18,18,18,16,2,3,,
4,13,8,2,10,9,7,5,12,16,6,1,18,15,14,11,3,17,,
8,6,8,15,9,11,8,16,12,10,18,1,12,4,17,14,7,12,,
3,5,1,10,11,18,12,9,4,7,18,12,6,18,18,2,18,8,,
18,18,1,5,18,9,18,11,18,15,18,6,16,18,17,12,18,10,,
4,3,2,18,18,10,18,1,5,6,12,9,18,11,8,7,18,18,,
2,6,1,18,14,13,15,10,5,8,8,3,11,7,9,4,17,12,,
1,3,2,Skipped,6,8,Skipped,7,4,9,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,9,1,18,18,5,18,4,18,6,18,4,10,18,7,4,18,8,,
6,3,1,17,7,15,16,5,2,13,8,9,14,18,11,4,12,10,,
2,5,6,Skipped,Skipped,Skipped,Skipped,3,7,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,,
9,2,1,18,6,12,18,3,4,18,18,7,11,18,10,5,8,18,,
18,1,3,18,4,18,18,18,2,5,18,18,18,18,18,18,18,18,,
18,4,2,6,18,5,18,18,1,18,18,18,18,18,18,3,18,18,,
5,4,1,11,7,15,16,10,3,6,13,9,17,8,12,2,18,14,,
18,18,2,18,18,18,18,5,6,4,18,7,3,1,8,18,18,18,,
5,3,1,12,7,11,16,4,6,9,8,10,13,18,14,2,17,15,,
9,7,5,10,15,14,18,2,6,4,1,8,13,17,12,3,11,16,,
8,5,3,18,6,14,11,7,4,12,18,15,16,18,10,2,17,1,,
1,9,3,12,15,14,14,7,6,8,18,14,10,18,16,2,13,5,,
8,1,1,15,6,14,12,1,4,15,6,10,17,18,14,5,9,13,,
5,3,2,8,5,7,12,4,5,11,9,1,12,12,10,6,11,12,,
5,3,2,18,18,18,18,4,18,6,18,18,18,18,18,1,18,18,,
6,3,2,9,4,18,18,7,5,11,8,10,12,18,18,1,18,13,,
3,7,1,12,9,13,17,8,4,6,11,1,15,14,15,5,17,10,,
17,8,18,9,18,18,18,5,18,2,18,9,18,18,18,6,18,1,,
7,5,1,18,18,18,18,2,2,18,18,18,18,18,18,3,18,5,,
4,1,1,9,4,13,18,1,7,8,11,12,17,18,14,4,18,10,,
11,3,4,2,8,7,9,12,14,6,18,13,16,17,5,1,10,15,,
3,1,2,6,11,10,16,9,5,12,8,13,7,15,18,4,17,14,,
18,2,4,18,18,18,18,3,7,6,18,5,18,18,18,1,18,18,,
7,1,4,18,3,18,18,5,6,17,2,18,18,17,18,4,18,6,,
18,16,2,18,1,18,18,18,18,18,18,11,14,18,15,3,18,18,,
7,3,1,10,3,10,10,3,3,10,9,7,17,18,14,2,14,16,,
18,18,2,18,18,18,18,1,2,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
10,6,1,5,4,18,18,9,2,3,18,11,18,18,8,7,18,18,,
9,10,2,11,14,7,6,3,4,17,15,5,13,16,5,1,18,12,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
5,4,3,8,9,11,18,7,2,13,10,6,14,16,18,1,15,12,,
11,2,3,15,14,6,12,5,4,13,9,8,10,18,7,1,16,17,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
1,18,2,11,14,17,12,6,4,8,7,15,10,18,13,3,16,5,,
14,11,1,7,14,5,6,13,10,12,15,2,4,3,15,9,18,8,,
11,4,2,10,13,9,12,3,1,8,6,14,17,16,7,5,18,15,,
4,5,2,18,18,18,18,1,18,18,3,7,18,18,18,6,18,18,,
7,4,2,14,8,11,17,3,6,5,10,9,13,15,16,1,18,12,,
18,5,2,18,18,18,18,6,18,4,18,1,18,18,18,3,18,18,,
5,7,1,15,12,12,14,3,2,10,18,9,4,11,8,6,Skipped,12,,
3,4,1,9,14,10,17,11,5,12,16,6,18,8,13,2,15,7,,
9,8,1,10,7,15,16,18,2,17,6,4,5,9,14,3,13,11,,
7,6,12,4,18,16,8,3,12,17,5,1,3,16,7,13,2,8,,
Skipped,5,1,Skipped,4,Skipped,Skipped,6,3,Skipped,7,Skipped,Skipped,Skipped,18,2,Skipped,Skipped,,
18,10,1,13,7,6,Skipped,9,7,5,18,2,18,Skipped,17,10,14,4,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
4,3,1,10,7,14,12,8,5,6,17,10,9,11,13,2,18,13,,
9,2,1,18,8,14,13,4,5,7,15,6,11,16,17,3,10,12,,
3,5,2,18,6,13,12,7,4,17,11,8,16,14,15,1,9,10,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
6,1,2,7,5,16,13,14,4,9,9,10,8,11,15,3,17,12,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
10,2,1,3,14,13,16,7,5,6,4,11,8,16,17,9,18,12,,
6,11,1,9,8,6,18,4,5,13,18,3,17,18,18,2,18,7,,
5,6,12,2,7,2,8,3,4,1,11,16,9,14,15,10,13,17,,
9,1,4,14,6,7,15,5,8,17,10,12,13,2,11,3,18,16,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
1,18,2,14,12,10,13,4,11,8,17,5,7,16,6,3,15,9,,
12,2,1,Skipped,10,Skipped,Skipped,4,9,11,8,5,7,Skipped,6,3,Skipped,Skipped,,
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
5,2,3,16,14,13,9,1,6,8,17,7,12,18,10,4,15,11,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
13,8,2,16,5,12,18,3,1,4,10,6,15,17,11,7,9,14,,
10,1,2,16,3,15,7,4,6,11,12,8,14,18,9,5,17,13,,
18,3,2,18,18,6,18,5,4,18,18,18,9,18,8,1,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,9,2,4,18,18,18,6,1,8,7,5,18,18,18,3,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,2,1,6,18,18,18,5,18,3,18,4,18,18,18,2,18,18,,
11,17,7,12,14,5,13,2,8,10,15,1,9,16,3,4,18,6,,
10,3,2,15,9,17,18,5,4,15,8,6,11,7,15,1,16,15,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
11,12,9,18,6,3,13,8,16,15,17,7,1,5,2,14,4,10,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
9,6,2,12,7,13,16,5,3,17,10,1,15,18,8,4,11,14,,
9,5,1,10,4,16,13,11,2,12,6,7,15,18,14,3,17,8,,
18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,,
10,3,1,14,7,9,13,5,6,15,17,5,11,18,8,2,16,12,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
14,2,1,4,8,9,10,5,11,15,17,3,13,18,7,12,16,6,,
18,18,10,18,18,8,18,2,1,6,18,3,6,18,6,9,18,7,,
18,5,4,18,18,18,18,2,1,18,18,3,18,18,18,18,18,18,,
4,8,1,6,2,6,13,5,6,11,7,5,15,14,9,3,12,10,,
5,1,18,16,9,8,10,2,17,3,6,13,7,4,15,12,14,11,,
18,18,2,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
8,18,4,10,18,18,9,7,18,18,11,3,2,5,6,1,18,18,,
1,5,4,18,2,7,18,9,7,18,18,11,11,18,13,6,10,3,,
18,18,17,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
6,8,2,18,7,18,18,5,1,4,18,18,18,18,18,3,18,18,,
12,1,2,10,6,10,9,5,3,11,7,8,12,12,12,4,12,7,,
6,12,9,11,10,17,3,5,2,8,14,7,16,18,15,1,13,4,,
18,2,8,18,9,18,18,6,1,5,18,7,18,18,11,3,10,4,,
8,3,1,4,12,18,Skipped,6,9,5,13,11,14,10,7,2,16,15,,
9,5,1,15,6,10,14,4,2,12,12,16,17,18,13,3,7,8,,
