rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
11,9,13,3,16,8,10,2,12,4,6,5,15,1,7,14,,
16,16,2,16,16,16,16,1,16,16,2,16,16,4,16,16,,
7,8,10,14,5,14,14,6,4,11,1,9,3,12,2,15,,
2,6,8,12,16,14,9,1,10,5,5,4,7,11,15,13,,
6,16,2,5,14,8,13,7,4,10,1,9,12,3,15,11,,
6,16,1,16,16,16,5,16,16,16,4,16,16,2,16,3,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,2,16,16,4,16,16,16,16,1,16,16,16,16,3,,
11,4,13,2,8,10,6,14,16,15,12,1,9,5,7,3,,
2,16,2,2,16,16,16,16,16,16,1,1,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
1,1,1,16,16,16,16,16,16,16,1,16,16,16,16,16,,
5,7,1,2,13,15,6,4,9,10,8,11,12,3,14,16,,
15,4,2,15,15,16,15,15,5,15,1,15,15,3,15,15,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,16,3,16,16,5,16,16,16,16,1,16,16,2,16,4,,
5,15,12,4,2,16,7,6,1,9,3,10,14,11,8,13,,
16,16,4,16,16,16,16,16,16,16,16,1,16,3,2,16,,
16,5,16,16,4,16,16,16,3,16,2,16,16,1,16,16,,
2,16,4,16,16,16,16,16,16,16,1,3,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,,
16,7,5,12,16,4,11,2,16,16,3,9,6,8,10,1,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
9,16,1,4,13,16,11,10,12,7,3,2,15,5,8,6,,
16,16,1,2,10,16,16,16,16,16,6,4,16,3,5,7,,
5,1,3,9,15,7,11,4,8,13,2,12,6,14,10,16,,
16,16,16,16,11,16,16,16,16,16,16,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,,
5,12,2,3,8,11,16,9,13,14,1,4,7,15,10,6,,
13,11,8,14,7,15,12,1,5,10,6,2,16,9,4,3,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
4,16,2,3,10,15,12,5,6,8,1,9,13,7,11,14,,
16,6,3,16,16,16,16,5,2,16,16,16,4,1,16,16,,
11,5,3,2,15,14,8,9,4,10,7,1,6,14,12,14,,
16,2,16,16,16,16,16,1,16,16,16,16,16,16,16,16,,
5,9,2,13,16,14,12,6,10,15,1,8,7,4,3,11,,
3,8,6,12,15,14,9,5,11,4,10,7,1,2,13,16,,
16,16,2,16,16,16,16,16,16,16,1,16,16,3,4,16,,
6,1,12,3,15,5,4,10,8,11,2,13,16,7,9,14,,
3,9,1,16,16,4,16,6,10,7,2,8,16,5,16,16,,
16,15,16,16,16,16,11,16,16,16,1,16,16,16,16,16,,
16,16,4,5,16,16,16,6,16,7,2,3,16,1,16,16,,
16,16,1,9,13,16,11,3,8,10,4,2,7,5,12,6,,
8,5,3,1,16,16,7,2,16,6,9,16,4,16,16,16,,
1,16,3,16,16,16,16,16,16,16,16,2,16,16,16,16,,
10,16,5,3,15,12,9,8,14,7,1,11,6,4,13,2,,
15,15,15,15,3,15,15,1,15,15,15,15,15,2,16,15,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
2,16,1,6,12,16,8,5,11,8,3,14,9,4,13,10,,
16,16,3,16,16,16,16,4,16,16,16,16,2,1,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
11,16,7,8,2,6,13,10,9,14,3,4,15,5,12,1,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
6,1,4,3,10,14,9,7,11,13,12,15,5,2,8,16,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,1,16,16,16,16,3,16,16,2,16,16,16,16,16,,
10,14,15,12,16,2,13,1,8,6,12,5,4,16,3,16,,
16,16,2,16,16,16,16,16,16,16,1,16,16,16,16,16,,
3,12,12,15,16,6,14,4,12,7,2,5,8,1,13,9,,
4,16,1,11,13,5,15,9,12,10,2,3,8,7,14,6,,
9,16,1,11,15,7,14,4,13,12,2,5,8,3,10,6,,
8,10,6,10,16,2,13,7,14,9,4,1,15,5,12,11,,
16,16,16,12,6,16,16,16,10,16,11,16,16,16,16,16,,
9,12,4,8,13,16,10,2,7,11,6,14,5,1,3,15,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,16,16,3,16,16,16,12,16,13,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,2,16,16,16,16,16,,
15,16,15,15,15,2,15,1,15,15,15,3,15,15,15,15,,
16,16,16,16,4,16,16,16,16,16,16,16,16,16,16,16,,
4,9,8,6,16,16,16,7,16,16,1,2,16,3,16,5,,
16,6,3,16,16,5,16,4,5,16,2,1,16,4,16,16,,
10,5,4,2,16,6,7,3,15,13,1,8,12,9,11,14,,
10,16,3,15,14,16,13,2,11,8,4,1,7,6,12,5,,
16,16,16,2,16,16,16,3,16,16,1,4,16,5,16,16,,
16,16,2,16,16,1,16,16,16,4,5,16,16,3,16,16,,
16,4,16,16,16,16,16,1,16,16,3,2,16,16,16,16,,
5,8,2,1,16,16,9,7,16,11,3,4,16,6,10,16,,
16,16,16,16,16,1,16,16,16,16,16,2,16,16,16,16,,
12,10,3,6,13,9,16,8,7,5,1,2,16,4,11,14,,
15,15,14,15,16,15,15,2,15,4,5,3,15,1,15,15,,
16,16,1,16,16,16,16,16,16,16,3,16,16,2,16,4,,
3,8,1,7,16,9,16,5,16,12,2,11,6,4,16,10,,
7,16,15,3,6,14,9,5,4,10,1,13,11,2,8,12,,
15,15,15,13,15,15,15,15,15,15,1,15,15,15,14,16,,
2,16,16,16,16,16,16,1,16,16,16,3,16,4,16,16,,
1,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,6,1,5,16,16,16,16,16,16,2,3,16,4,16,16,,
4,9,5,8,16,14,6,2,12,10,1,7,11,3,13,15,,
16,5,3,2,16,16,16,16,16,16,1,4,16,16,16,16,,
16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,,
7,11,4,2,14,16,9,5,6,8,1,10,15,3,12,13,,
16,16,2,16,5,16,16,16,16,16,3,4,16,1,16,16,,
1,16,3,16,16,16,16,4,16,16,16,16,16,2,16,16,,
2,16,3,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
15,12,15,2,15,16,15,10,15,11,1,15,15,15,15,15,,
4,1,3,10,13,16,5,6,14,12,7,15,12,2,9,8,,
16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,,
4,16,6,5,8,9,12,3,14,10,13,15,7,1,11,2,,
14,16,14,16,16,16,14,14,16,14,2,1,14,3,16,16,,
6,2,10,3,16,11,12,7,14,15,1,4,5,13,9,8,,
16,2,16,1,16,16,16,16,16,16,16,3,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
16,16,16,16,16,16,16,1,4,16,3,16,16,2,16,16,,
16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,,
16,3,16,16,16,16,16,1,16,16,16,16,2,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,,
4,16,3,16,16,16,16,7,16,6,1,2,16,5,16,16,,
16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,,
5,15,8,11,16,2,13,5,10,8,1,3,15,6,12,9,,
16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,,
7,15,2,6,16,14,8,5,4,14,3,14,14,1,14,14,,
1,4,2,16,16,16,16,16,3,16,16,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,2,16,16,,
13,4,8,14,3,2,7,12,15,9,1,11,16,5,10,6,,
16,16,16,4,16,16,16,2,16,16,3,1,16,5,16,16,,
10,16,4,7,13,15,11,3,9,8,6,1,14,2,12,5,,
6,12,1,10,9,16,13,4,8,15,2,5,11,3,14,7,,
16,16,1,16,16,16,16,16,16,16,16,16,16,1,16,16,,
4,11,3,6,13,16,15,1,7,10,2,9,5,8,14,12,,
6,16,10,13,9,2,7,15,8,12,11,3,5,1,14,4,,
2,16,3,16,16,16,16,16,16,16,1,16,16,16,16,16,,
6,15,1,3,16,16,16,2,5,16,4,16,14,7,16,16,,
4,16,3,16,11,16,16,6,12,16,1,16,5,2,16,16,,
3,16,1,16,16,16,16,4,16,16,5,16,16,2,16,16,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,16,3,1,16,2,16,16,16,16,5,16,16,4,16,16,,
16,16,2,16,16,16,16,16,4,16,1,16,16,3,16,16,,
5,12,2,9,16,15,11,10,6,8,1,3,13,7,14,4,,
16,16,16,16,16,16,16,1,16,16,16,16,16,16,16,16,,
5,16,16,4,2,1,7,6,9,10,3,11,15,13,8,14,,
8,3,2,9,15,16,4,5,11,10,7,14,6,1,12,13,,
5,16,2,3,16,16,6,16,16,16,4,16,16,1,16,16,,
16,6,3,2,16,16,16,16,16,16,1,5,16,4,16,16,,
4,5,1,8,16,6,9,16,7,10,4,2,16,3,16,16,,
3,16,1,16,16,16,16,5,8,16,4,7,6,2,16,16,,
16,16,1,16,16,16,16,16,16,16,4,3,16,2,16,16,,
9,13,7,4,16,3,10,8,14,1,2,5,12,6,11,16,,
1,8,5,16,16,16,16,2,16,16,6,16,7,4,3,16,,
11,16,4,7,13,14,10,2,12,6,1,3,15,5,9,8,,
16,7,5,16,16,16,16,2,16,1,16,16,4,3,6,16,,
16,16,5,16,16,16,16,3,2,16,16,4,16,1,16,16,,
16,16,16,16,16,16,4,3,16,16,5,1,16,2,16,16,,
16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
8,16,3,1,15,9,14,5,12,2,10,6,11,4,13,7,,
16,16,16,2,16,16,16,16,16,16,1,16,16,16,16,16,,
16,1,16,16,16,3,16,16,16,16,2,16,16,16,16,16,,
16,2,16,16,4,3,16,16,16,16,16,16,16,1,16,16,,
16,15,1,3,16,16,16,16,16,16,2,14,12,13,16,16,,
11,12,5,6,15,10,14,9,3,4,3,1,8,7,16,13,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,,
16,2,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
3,16,2,16,16,16,16,16,16,16,1,16,4,16,16,16,,
3,16,16,1,16,16,16,16,16,16,2,16,16,16,11,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,16,16,3,16,16,16,11,16,12,16,16,16,16,16,,
16,16,2,16,16,3,16,16,16,16,1,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,15,16,16,1,16,16,,
16,16,1,2,16,16,16,16,16,16,16,16,16,16,16,16,,
5,12,2,6,11,13,9,8,15,7,1,16,10,3,4,14,,
16,16,2,16,16,16,16,16,16,3,1,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
2,4,16,16,3,16,16,16,16,16,1,16,16,16,16,6,,
4,16,12,11,10,7,14,2,9,15,1,13,6,3,8,5,,
16,2,1,16,16,16,16,16,16,16,16,16,16,16,16,16,,
4,16,1,4,16,16,4,4,4,14,4,13,8,12,15,12,,
16,16,16,16,4,16,16,16,16,16,1,16,16,2,16,3,,
16,1,16,16,16,16,16,16,16,16,2,16,16,16,16,16,,
16,16,3,16,16,16,16,5,16,1,16,16,4,2,16,16,,
16,16,2,2,1,16,16,16,3,16,1,16,16,4,16,16,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
8,5,15,7,4,6,11,10,1,13,3,14,2,12,9,16,,
4,16,16,15,2,16,16,5,6,16,1,16,16,16,3,16,,
16,2,16,16,16,3,5,4,16,16,1,16,16,16,16,16,,
8,15,2,9,6,12,10,7,4,5,3,15,16,1,15,11,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
1,16,1,16,16,16,16,16,16,16,1,16,16,16,16,16,,
14,10,7,1,2,16,5,11,6,8,4,13,15,3,9,12,,
7,1,14,3,13,13,14,15,4,6,2,16,10,13,5,13,,
16,16,4,16,16,16,16,16,16,16,16,16,16,13,16,1,,
16,5,16,16,16,1,3,16,16,16,16,4,16,16,16,2,,
5,7,11,3,9,14,8,4,1,11,2,13,6,12,11,15,,
10,13,5,8,16,15,12,2,9,11,1,3,14,4,7,6,,
15,15,2,15,15,16,15,15,15,15,2,1,15,15,15,15,,
16,16,4,16,16,16,16,16,2,16,1,3,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,2,4,16,16,16,16,16,16,1,16,16,3,16,16,,
7,16,15,3,4,13,10,6,5,9,1,11,14,12,8,2,,
16,16,4,16,16,5,16,3,16,16,16,2,16,1,16,16,,
7,3,4,2,16,16,16,8,6,16,1,16,16,5,16,16,,
5,16,1,16,16,16,16,3,4,16,2,16,16,16,16,16,,
14,11,4,12,16,2,7,3,15,9,13,1,6,5,8,10,,
16,16,16,16,16,2,16,4,16,16,3,1,16,16,16,16,,
6,16,3,8,15,10,13,1,7,12,2,11,5,4,14,9,,
16,16,16,4,16,16,16,16,16,3,2,1,16,16,16,16,,
8,14,4,2,11,16,10,12,5,7,1,3,9,6,13,15,,
2,6,1,9,7,16,11,10,8,13,3,4,15,5,12,14,,
8,7,2,6,15,14,9,4,13,11,5,10,3,1,12,16,,
2,16,4,16,16,16,16,3,16,16,1,16,16,16,16,16,,
16,16,16,16,15,16,16,16,3,16,10,16,16,16,16,16,,
5,16,1,6,4,11,13,10,15,9,7,2,9,3,14,12,,
16,2,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
16,16,4,1,16,16,16,3,16,16,2,16,16,16,16,16,,
16,16,16,2,16,16,16,16,16,16,3,16,16,1,16,16,,
16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,,
12,16,8,11,7,9,13,1,6,10,5,2,15,3,4,14,,
4,16,2,16,16,16,16,3,16,16,1,16,16,5,16,16,,
2,16,1,7,12,14,10,6,9,4,3,8,13,11,5,16,,
16,16,16,16,16,16,16,16,16,16,1,16,16,1,16,16,,
16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,3,16,16,16,16,2,16,16,1,16,16,16,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
8,16,1,2,16,16,11,6,10,12,5,16,16,3,11,16,,
16,5,3,16,16,16,16,2,16,16,4,16,16,1,16,16,,
16,16,16,16,16,16,16,16,16,16,1,16,8,16,16,16,,
6,6,6,6,6,6,6,1,6,6,5,3,6,2,4,6,,
16,6,4,5,16,16,16,16,16,16,2,1,16,3,16,16,,
15,7,15,12,15,16,15,15,12,15,10,1,6,2,15,6,,
16,16,3,16,16,16,16,16,16,16,1,2,16,16,16,16,,
16,5,2,16,3,4,16,16,16,16,1,7,16,6,16,16,,
7,14,3,14,16,14,5,1,8,2,6,9,10,14,4,15,,
16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,,
16,16,16,16,16,1,16,16,16,16,16,16,16,16,16,2,,
16,4,2,16,16,16,16,16,16,16,16,16,16,3,16,1,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
16,16,5,4,16,15,8,16,3,7,2,16,15,16,6,1,,
16,16,16,2,16,16,16,16,16,16,1,16,16,16,16,16,,
3,5,2,5,16,1,9,5,4,6,3,7,10,6,5,12,,
3,16,16,16,16,16,2,1,2,16,16,16,16,16,16,16,,
16,16,1,3,16,16,16,16,16,4,2,15,16,5,16,16,,
14,10,2,8,16,9,13,7,5,11,1,4,3,6,12,15,,
16,16,4,16,16,1,16,16,16,16,5,2,16,16,16,3,,
14,16,7,15,9,12,10,13,8,3,4,1,5,11,6,2,,
4,16,2,16,16,5,16,16,16,16,1,3,16,16,16,16,,
16,1,16,16,16,16,16,16,16,16,16,16,16,2,16,16,,
4,16,2,3,12,16,16,16,16,16,1,16,16,16,16,16,,
16,16,1,16,16,16,4,16,16,16,3,16,16,2,16,16,,
