rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
13,13,13,13,13,5,3,13,Skipped,13,4,1,2,,
4,8,10,2,1,12,5,6,3,7,9,13,11,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
13,8,10,4,5,2,7,11,13,9,6,1,3,,
10,8,12,10,13,5,2,7,3,11,6,4,1,,
13,Skipped,Skipped,Skipped,13,2,Skipped,Skipped,Skipped,5,3,1,4,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,6,12,13,1,13,13,7,3,13,4,2,5,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,6,13,9,7,3,5,10,8,11,4,1,2,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,13,1,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
7,10,5,3,1,6,2,9,4,8,12,13,11,,
13,5,13,13,13,1,Skipped,Skipped,Skipped,13,4,3,2,,
12,10,9,11,13,2,3,5,6,8,8,1,4,,
13,13,13,13,13,1,13,13,13,13,13,13,13,,
13,13,13,13,13,13,13,13,13,13,13,13,1,,
11,7,13,3,10,4,9,6,8,12,5,2,1,,
2,10,11,10,1,7,5,8,4,6,13,12,3,,
13,13,13,13,13,3,13,13,13,13,13,1,7,,
13,13,13,13,13,2,13,13,13,13,13,1,13,,
13,13,13,12,13,13,12,11,13,13,13,13,1,,
13,7,10,3,2,11,6,5,4,12,8,1,9,,
13,13,13,5,3,5,1,13,3,13,13,3,2,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
2,13,13,2,1,13,2,13,2,13,13,13,13,,
13,13,13,13,13,13,13,13,13,13,13,1,12,,
13,9,7,11,12,2,4,8,5,10,6,1,3,,
13,13,13,3,6,4,5,Skipped,13,13,13,1,2,,
8,9,7,4,5,3,13,10,12,6,11,1,2,,
12,3,11,7,13,2,8,9,10,4,5,6,1,,
12,5,4,9,13,2,11,7,8,10,3,1,6,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
10,8,12,4,1,7,5,2,6,11,13,9,3,,
3,9,8,2,1,12,4,10,5,7,11,13,6,,
13,Skipped,11,10,9,3,4,Skipped,Skipped,12,8,1,2,,
13,9,10,4,1,7,3,8,5,6,12,2,11,,
8,9,11,7,2,4,5,6,Skipped,10,12,1,3,,
13,13,13,13,2,13,13,13,3,13,13,4,1,,
12,5,10,8,13,2,4,6,11,7,9,1,3,,
13,5,9,12,11,6,2,10,7,3,4,8,1,,
13,12,13,13,3,3,13,13,Skipped,13,13,1,2,,
12,5,8,9,13,3,7,6,10,11,2,1,4,,
13,5,8,9,12,4,10,7,11,6,2,1,3,,
11,4,9,10,13,7,1,6,5,8,6,3,2,,
8,5,7,Skipped,9,3,Skipped,Skipped,Skipped,4,6,1,2,,
13,13,13,13,13,13,2,13,13,13,13,1,3,,
13,10,9,8,12,2,4,7,5,11,6,1,3,,
12,6,10,11,13,13,4,7,9,8,2,3,1,,
12,3,7,11,13,2,9,6,10,8,4,1,5,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
11,9,6,7,13,4,Skipped,8,10,5,2,1,3,,
13,5,8,10,11,4,3,12,9,6,7,1,2,,
12,10,7,3,13,2,6,5,4,9,8,1,11,,
13,4,11,12,13,3,5,10,9,8,2,6,1,,
13,13,13,13,13,3,13,13,13,13,13,2,1,,
13,2,7,9,11,4,8,1,10,12,3,5,6,,
10,8,8,6,9,2,7,10,4,5,8,1,3,,
13,4,11,7,12,2,3,9,10,8,6,5,1,,
13,10,12,12,1,9,12,8,12,12,11,1,2,,
12,13,13,11,1,3,13,13,13,13,13,2,13,,
12,2,7,8,13,1,8,7,8,4,5,3,6,,
13,4,10,7,12,2,11,6,8,8,5,1,3,,
13,4,12,9,11,3,5,6,8,10,7,2,1,,
13,13,13,13,13,2,13,13,3,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,2,13,13,13,13,13,13,1,13,,
13,12,12,12,4,3,12,12,12,12,12,2,1,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,9,12,3,8,7,5,4,6,11,10,2,1,,
9,2,8,Skipped,12,7,11,6,3,10,4,1,5,,
13,5,9,11,12,3,8,7,6,10,2,1,4,,
11,2,12,10,13,4,Skipped,8,9,5,3,1,6,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,4,1,3,,
13,13,13,13,13,13,13,13,13,13,13,1,13,,
13,13,13,13,13,13,13,13,13,13,13,13,13,,
13,6,11,12,13,5,3,10,7,13,4,2,1,,
4,13,13,13,13,13,13,13,13,13,3,1,2,,
13,13,13,13,1,13,13,13,13,13,13,13,13,,
7,12,Skipped,3,5,Skipped,4,Skipped,8,6,13,2,1,,
12,4,8,10,13,5,3,9,11,6,2,7,1,,
13,13,13,13,13,2,13,13,13,13,13,1,3,,
13,13,13,13,13,13,13,13,3,13,2,1,13,,
8,5,13,6,1,7,3,12,11,4,11,9,2,,
13,6,7,9,4,2,10,8,11,12,5,1,3,,
Skipped,Skipped,Skipped,Skipped,13,2,Skipped,Skipped,Skipped,8,Skipped,1,Skipped,,
13,6,12,4,2,10,9,8,7,11,5,1,3,,
13,13,13,13,13,13,2,13,13,13,13,1,13,,
13,12,12,13,13,12,12,12,3,12,12,1,2,,
13,8,11,5,12,4,3,6,7,9,11,1,2,,
13,6,Skipped,12,5,4,Skipped,Skipped,Skipped,10,3,1,2,,
12,4,6,9,13,3,5,8,4,12,1,1,2,,
13,4,9,8,12,6,5,7,10,11,2,1,3,,
13,5,13,10,12,2,4,13,13,3,13,1,3,,
12,4,9,11,13,2,8,7,10,6,1,1,5,,
13,4,7,2,1,11,Skipped,3,12,5,10,13,6,,
12,10,8,1,3,11,9,6,7,4,6,13,2,,
