rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,numSeats,numCands
5,15,3,2,8,9,17,21,21,1,11,21,14,14,16,6,14,14,4,10,7,,
17,1,19,20,13,10,14,9,8,21,1,7,3,4,12,15,5,11,16,18,6,,
9,21,5,2,21,10,21,21,3,1,21,21,21,6,21,21,21,8,4,21,7,,
3,15,8,2,17,13,9,12,11,1,16,20,18,10,19,7,14,5,8,4,6,,
3,21,6,5,21,21,21,21,10,1,21,21,21,9,7,8,21,21,21,4,2,,
2,21,8,6,20,10,20,9,21,1,21,20,20,20,20,7,20,21,5,3,4,,
6,21,7,3,12,13,8,17,15,1,14,16,11,19,18,20,9,5,4,2,10,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,1,21,21,21,21,8,21,21,21,21,21,21,21,21,2,21,21,21,,
21,21,21,21,21,21,2,21,21,21,21,21,21,3,21,5,1,21,21,4,21,,
6,21,4,2,21,14,8,8,10,1,21,21,21,8,11,8,21,10,6,4,2,,
5,21,1,3,21,21,8,21,21,2,21,21,21,10,21,9,21,21,7,4,6,,
21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,,
7,16,2,3,21,17,12,9,14,1,15,10,21,11,18,8,21,13,6,4,5,,
3,19,5,2,15,11,12,20,13,4,21,15,17,16,15,18,10,6,7,1,9,,
4,9,4,4,9,9,9,17,9,1,17,9,17,17,9,9,1,4,4,4,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,13,7,5,11,17,10,20,6,1,12,16,21,15,18,19,14,8,9,2,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,21,3,21,21,21,21,21,2,21,21,21,21,21,21,21,21,5,6,1,,
4,20,3,2,19,18,15,14,17,1,9,21,11,10,16,6,13,12,7,5,8,,
3,21,3,7,21,21,11,20,9,1,6,10,21,21,21,17,21,18,12,13,5,,
16,18,1,3,13,8,9,20,11,2,15,17,19,10,14,4,21,6,12,7,5,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
2,11,4,3,18,20,14,13,9,1,10,17,17,17,19,6,21,12,15,5,7,,
2,17,12,4,15,16,8,19,5,1,18,20,21,10,9,7,13,11,6,3,14,,
21,21,7,2,21,6,21,5,21,1,21,8,21,21,21,21,21,21,21,4,3,,
3,20,2,4,14,7,8,21,6,1,16,15,17,13,18,10,19,9,12,5,11,,
5,21,4,3,17,20,14,15,8,1,10,16,18,7,13,12,19,11,9,2,6,,
10,9,18,17,19,13,21,6,4,15,2,5,11,16,20,13,3,8,14,7,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,2,2,20,21,1,Skipped,4,1,10,12,2,20,21,13,3,21,1,2,7,,
6,21,3,4,21,21,21,21,21,1,21,21,21,21,21,8,5,21,7,2,21,,
21,21,6,3,21,21,8,21,21,1,21,21,21,21,21,21,21,7,2,4,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
1,11,12,8,16,14,15,19,18,6,20,17,13,4,7,2,9,5,3,21,10,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,12,7,1,14,19,10,18,4,2,13,15,17,16,11,3,9,21,8,6,20,,
21,21,21,21,21,5,21,4,21,1,21,21,21,21,21,21,21,21,21,2,3,,
2,13,4,5,11,19,7,16,12,1,15,17,10,20,18,21,14,3,8,6,9,,
5,21,3,2,10,21,9,21,8,1,21,21,21,21,21,7,21,9,6,4,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,6,3,21,11,7,21,21,1,8,21,21,12,21,9,21,10,21,2,5,,
4,21,9,5,21,21,21,21,21,1,11,21,21,12,10,8,21,3,2,6,7,,
6,16,2,3,15,12,4,13,17,1,19,18,21,11,20,9,5,14,7,7,8,,
8,14,4,2,20,13,9,10,11,1,15,17,19,6,21,12,16,18,5,3,7,,
6,21,7,3,21,21,7,21,21,1,21,21,21,21,11,10,21,21,5,11,2,,
5,21,21,2,21,21,19,21,21,1,21,8,21,21,21,21,21,21,3,4,21,,
5,19,2,3,17,15,16,15,12,1,3,21,11,8,18,7,8,8,6,2,8,,
5,15,2,4,12,15,11,15,13,1,5,15,16,10,17,10,15,9,7,2,8,,
5,17,7,1,21,21,14,21,16,2,21,21,21,6,21,9,15,4,3,8,13,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,5,6,14,14,15,18,18,1,21,14,9,16,10,19,9,7,4,4,11,,
7,15,14,2,9,19,3,16,11,1,10,20,21,17,8,5,13,18,6,4,12,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,12,3,1,20,16,5,21,9,2,15,10,19,14,11,8,18,13,17,4,7,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,7,2,5,5,6,4,5,6,1,7,5,7,4,7,5,7,5,4,4,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,21,4,21,21,4,19,10,1,20,5,21,20,21,8,20,8,7,8,1,,
21,1,6,21,5,21,21,21,21,21,21,21,21,21,21,2,21,21,4,3,21,,
9,16,6,7,10,15,8,18,11,1,17,12,13,4,14,15,5,4,5,3,2,,
21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,,
3,13,2,4,13,13,5,13,10,1,13,13,13,11,13,9,13,8,7,6,12,,
7,21,3,1,21,21,21,21,21,2,21,21,21,21,21,6,21,21,5,4,21,,
2,21,2,2,20,21,10,19,9,1,10,12,21,20,21,13,21,21,7,2,7,,
3,16,9,2,19,17,10,12,14,1,18,21,21,11,20,6,15,8,7,4,5,,
4,21,3,5,11,21,8,21,7,1,3,21,21,8,10,10,21,21,9,2,6,,
3,21,11,4,13,21,5,21,10,1,12,21,21,8,7,21,21,6,21,2,9,,
5,21,3,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,4,,
1,21,3,4,21,21,12,19,9,1,4,7,21,20,21,13,21,21,7,3,6,,
2,21,2,2,20,21,9,1,4,1,10,12,2,20,21,13,3,21,1,2,7,,
6,Skipped,2,3,Skipped,Skipped,Skipped,Skipped,9,1,Skipped,Skipped,Skipped,Skipped,Skipped,10,4,Skipped,7,5,8,,
5,21,21,3,21,21,21,21,21,2,21,21,21,5,21,5,21,21,4,5,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,21,5,2,21,21,21,21,21,1,21,21,21,21,21,7,21,21,3,4,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
2,21,8,6,21,21,21,21,21,1,21,21,21,5,21,4,21,21,21,3,7,,
13,17,6,2,15,14,8,21,9,1,16,18,19,12,20,4,10,5,3,7,11,,
2,19,9,6,13,11,20,17,18,1,14,16,16,21,12,5,8,4,7,3,10,,
21,21,1,21,4,3,21,5,21,21,21,21,21,21,21,21,6,21,21,21,2,,
7,21,21,2,21,21,6,21,21,1,5,9,21,8,21,10,21,21,4,21,3,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,21,3,8,21,21,7,21,21,1,21,21,21,6,21,21,21,21,4,2,21,,
6,21,3,4,21,21,7,21,21,1,10,8,21,21,21,9,21,21,11,5,2,,
21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,,
2,4,2,2,5,5,3,3,4,1,3,5,6,3,5,4,4,3,4,4,3,,
4,21,7,6,12,12,17,14,18,1,19,15,16,20,12,13,9,5,3,2,8,,
3,19,15,4,8,12,6,21,11,1,20,18,18,13,16,9,10,7,14,2,5,,
5,21,5,2,21,21,21,21,21,1,21,21,21,21,21,6,21,21,4,7,3,,
4,15,2,5,13,6,10,16,5,1,14,20,21,11,18,7,17,9,8,3,12,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,4,2,21,21,21,21,21,1,21,21,21,6,21,5,21,6,5,3,21,,
3,21,21,1,21,21,5,21,21,2,21,21,21,21,21,6,21,21,4,7,21,,
21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
3,7,2,3,Skipped,Skipped,5,Skipped,8,1,Skipped,Skipped,4,Skipped,6,9,Skipped,Skipped,3,Skipped,Skipped,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,19,3,2,20,16,17,18,13,1,14,9,21,15,11,10,12,8,5,4,7,,
19,7,4,3,6,15,8,9,20,1,14,12,18,11,10,17,16,13,2,5,9,,
3,19,7,5,16,10,12,20,11,1,15,16,21,17,12,14,10,6,4,2,10,,
4,18,2,3,17,15,9,20,14,1,7,12,21,19,16,5,13,10,8,6,11,,
8,17,2,3,18,10,6,20,16,1,19,13,21,5,15,12,11,4,7,14,9,,
2,21,5,3,15,17,4,16,6,1,13,14,20,10,18,12,11,9,19,7,8,,
3,16,2,6,15,7,13,18,5,1,17,14,21,10,19,8,20,11,9,4,12,,
4,16,3,2,20,18,9,21,10,1,8,7,19,12,14,15,17,13,6,5,11,,
6,21,7,3,21,21,21,21,21,1,21,21,21,4,21,15,21,10,18,2,5,,
18,11,17,10,9,5,19,14,4,1,16,13,12,21,20,15,3,2,6,7,8,,
21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,,
8,17,2,6,19,9,21,12,20,7,16,14,18,11,14,5,10,15,5,3,1,,
6,21,21,21,21,21,5,21,21,2,21,21,21,21,21,21,21,21,21,1,3,,
3,21,3,7,21,21,11,20,9,1,6,10,21,21,21,17,21,18,12,13,5,,
6,19,4,3,16,21,18,13,12,1,9,17,20,5,15,11,14,8,10,2,7,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
3,20,5,2,20,7,20,20,20,1,10,20,20,20,9,21,20,20,8,6,4,,
21,21,7,4,21,21,21,21,21,1,21,21,21,21,21,21,21,21,2,21,3,,
4,13,6,5,14,10,11,21,15,1,16,21,21,12,21,9,21,7,3,2,8,,
3,20,9,4,17,10,14,18,12,1,13,16,19,21,15,11,8,5,6,3,8,,
3,10,5,4,13,9,10,13,8,7,9,13,13,11,11,12,11,2,1,6,5,,
3,15,5,2,18,21,10,9,8,1,20,13,16,11,14,17,12,19,6,7,4,,
21,21,7,8,21,21,5,21,10,4,21,21,21,21,21,6,21,1,3,8,2,,
21,21,5,2,21,21,3,21,21,1,21,21,21,6,9,10,11,8,21,7,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
2,15,5,4,14,13,18,21,11,1,9,16,21,12,10,6,19,17,7,3,8,,
3,21,3,7,21,21,11,20,9,1,6,10,21,21,21,17,21,18,12,13,5,,
6,21,18,19,21,5,21,21,21,21,21,21,21,21,21,4,21,21,10,21,2,,
8,21,2,5,21,21,21,21,7,1,21,21,21,6,21,21,21,21,21,3,3,,
2,21,2,2,20,21,9,3,4,1,10,12,21,20,21,13,3,21,1,2,7,,
6,21,2,3,21,21,21,21,21,1,21,21,21,8,21,7,21,21,4,5,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
1,21,1,1,21,21,21,21,1,1,1,21,21,21,1,21,21,21,1,1,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,14,4,1,13,19,10,20,15,2,16,17,21,7,9,18,6,11,12,3,8,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,3,21,21,21,21,1,5,21,21,21,21,21,21,21,21,2,21,4,,
5,21,21,6,21,21,21,21,21,1,21,21,7,21,21,21,21,21,4,3,21,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,4,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,3,,
2,21,8,5,9,21,10,21,11,1,14,21,21,13,21,21,12,4,6,3,7,,
9,21,3,2,21,21,21,21,21,1,21,5,21,6,21,8,10,21,4,7,21,,
3,19,4,5,13,9,12,18,10,1,20,16,21,14,17,15,11,7,6,2,8,,
21,21,4,1,21,21,21,21,6,2,21,21,21,21,21,21,21,5,21,3,21,,
21,21,21,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,20,7,4,12,13,14,18,9,1,19,15,21,16,11,17,8,6,3,3,10,,
5,21,3,10,17,18,11,16,8,1,20,13,14,19,15,9,12,4,6,2,7,,
21,21,3,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,,
17,19,20,2,5,9,11,18,16,14,21,15,4,6,12,10,3,7,1,13,8,,
6,18,4,7,21,21,14,21,16,5,21,21,20,21,21,21,1,19,17,19,2,,
4,9,3,5,21,21,21,21,6,1,10,21,21,21,8,21,21,21,2,21,7,,
3,21,6,4,15,12,17,16,13,1,18,15,19,20,12,11,10,5,7,2,8,,
14,7,19,2,9,18,11,20,6,10,16,4,12,13,10,7,18,3,1,12,8,,
5,21,7,21,21,21,8,21,21,21,21,8,21,10,9,4,21,2,1,3,11,,
3,21,8,5,11,13,18,16,19,1,15,14,17,20,12,7,9,6,4,2,10,,
21,21,21,21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,,
3,18,9,2,13,14,19,20,15,1,6,12,21,5,17,8,11,7,10,4,16,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,15,7,5,6,19,16,20,5,1,9,17,18,12,14,10,13,2,3,8,11,,
7,21,3,7,21,12,21,21,21,1,21,21,21,21,21,21,21,14,4,2,21,,
5,19,7,6,19,19,19,19,4,1,15,11,20,8,19,12,10,18,3,2,9,,
3,17,5,2,15,9,7,10,14,1,18,19,20,8,4,21,13,16,12,6,11,,
21,21,21,3,21,21,21,21,21,2,5,21,21,21,21,21,21,21,21,21,21,,
2,21,2,2,20,21,9,1,4,1,10,12,21,20,21,13,3,21,1,2,7,,
8,9,4,2,11,16,17,3,15,1,10,14,21,7,13,19,6,12,18,20,5,,
4,16,7,5,14,12,18,21,17,1,16,13,20,19,11,8,11,6,4,4,9,,
3,21,9,7,21,21,10,21,8,1,21,21,21,21,21,21,21,5,2,4,6,,
10,20,3,1,16,14,17,21,4,2,18,18,19,6,11,5,13,9,7,12,8,,
9,14,4,3,18,21,17,Skipped,11,1,16,15,Skipped,20,8,10,6,7,2,5,19,,
3,21,4,2,6,21,21,21,21,1,21,21,21,21,21,21,5,21,7,21,21,,
21,21,4,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,3,21,21,,
12,21,18,21,21,21,21,21,21,1,21,21,21,2,21,21,21,21,9,7,21,,
21,21,21,2,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,3,21,,
6,21,13,2,12,Skipped,11,10,3,2,5,9,4,8,10,7,5,Skipped,Skipped,1,Skipped,,
4,21,5,6,14,14,14,18,10,1,21,14,17,19,14,15,9,7,4,4,8,,
2,21,7,5,21,21,8,21,8,1,21,21,21,6,10,9,21,4,21,5,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,12,4,9,7,21,5,21,6,1,8,21,21,13,11,3,21,21,14,10,15,,
9,18,3,4,14,15,10,19,6,1,7,20,17,21,16,8,12,11,5,2,13,,
4,21,21,1,21,21,3,21,21,21,21,21,21,21,21,21,2,6,5,21,21,,
2,18,12,6,16,14,19,17,21,1,11,15,10,20,13,7,9,5,4,2,8,,
5,21,21,4,21,21,21,21,21,1,6,7,10,10,21,8,11,10,2,3,10,,
21,21,21,21,21,2,21,21,21,1,21,21,21,21,21,21,21,21,21,21,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,21,4,2,20,21,8,Skipped,8,1,10,12,21,20,21,13,12,21,5,4,7,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,5,2,21,21,8,21,10,1,21,13,21,6,9,21,21,7,11,3,12,,
4,10,3,2,7,17,16,20,6,1,13,21,19,9,11,14,15,18,12,5,8,,
2,21,21,17,21,4,21,21,21,20,21,21,21,21,21,18,8,21,21,1,3,,
21,21,4,21,21,21,5,21,21,1,21,21,21,21,21,21,21,21,21,21,2,,
3,9,4,4,13,10,6,6,9,1,7,8,12,7,11,5,14,8,2,3,5,,
4,20,7,5,15,10,16,17,11,1,20,15,21,19,12,18,9,6,3,2,8,,
4,18,10,9,13,13,19,16,17,1,16,16,20,21,13,7,9,4,5,4,9,,
8,17,21,8,16,16,16,18,10,1,21,16,16,19,16,8,8,8,8,8,9,,
6,21,3,2,21,21,21,21,21,1,21,21,21,21,21,21,21,4,8,5,7,,
2,13,6,10,13,8,7,9,12,1,12,13,15,4,11,6,12,12,14,3,5,,
3,6,3,3,6,12,6,8,4,1,7,12,16,3,6,18,8,3,5,4,2,,
21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,21,6,2,21,21,21,21,8,1,21,21,21,21,21,4,21,21,6,5,7,,
4,21,6,5,13,11,15,21,14,1,18,15,16,19,12,8,10,7,3,2,9,,
9,14,2,4,11,16,13,21,12,1,21,15,21,3,21,7,10,6,21,8,5,,
3,21,9,5,21,21,21,21,21,1,21,21,21,6,8,7,21,21,21,4,2,,
5,21,21,3,21,21,21,21,21,1,21,21,21,21,21,21,7,4,2,6,21,,
Skipped,4,Skipped,21,Skipped,Skipped,Skipped,Skipped,3,21,1,Skipped,2,Skipped,8,7,Skipped,6,Skipped,Skipped,5,,
6,8,2,3,19,16,14,15,9,1,10,17,21,20,18,5,7,13,12,11,4,,
21,21,2,3,21,21,21,21,21,1,21,21,21,21,21,21,21,21,5,21,4,,
21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,2,10,6,21,21,21,21,21,8,11,21,21,21,21,9,7,3,1,5,21,,
