rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,numSeats,numCands
Skipped,5,6,3,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
3,10,5,2,9,16,1,15,16,7,13,11,8,6,21,12,Skipped,21,14,Skipped,4,,
4,21,3,21,21,21,1,21,21,5,21,21,21,21,21,21,21,21,21,21,2,,
8,14,11,10,9,17,3,19,15,6,18,13,18,12,20,7,21,18,21,21,4,,
4,13,5,4,13,15,1,13,14,3,6,13,5,4,15,21,21,14,5,16,2,,
7,4,8,11,9,15,1,13,14,3,17,6,10,5,19,18,21,20,12,16,2,,
3,9,2,6,19,14,1,10,17,7,20,11,8,5,15,13,16,21,12,18,4,,
3,4,10,7,15,9,8,6,5,1,4,9,5,3,17,16,15,21,15,7,2,,
1,10,1,21,21,21,20,21,21,2,21,19,21,4,21,21,21,21,21,21,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,,
1,3,3,2,Skipped,Skipped,1,1,Skipped,1,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,,
1,21,5,4,8,21,2,21,21,7,21,21,9,6,21,21,21,21,21,21,3,,
4,7,Skipped,3,6,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,8,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
4,21,6,7,21,21,1,21,21,2,21,21,21,5,21,21,21,21,21,21,3,,
21,21,21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,,
5,4,3,21,21,21,1,21,21,21,21,21,21,6,21,21,21,21,21,21,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,21,8,4,6,21,1,21,21,2,21,21,21,7,21,21,21,21,9,21,3,,
4,9,4,3,21,21,1,21,21,7,21,10,4,8,21,21,21,21,11,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
2,10,6,3,8,21,1,21,21,5,11,12,9,7,21,21,21,21,21,21,4,,
3,Skipped,4,7,8,15,1,Skipped,15,3,Skipped,Skipped,8,5,9,Skipped,7,Skipped,7,15,2,,
6,21,3,21,21,21,2,21,21,21,21,4,5,21,21,20,19,21,21,21,1,,
3,9,8,4,7,Skipped,1,Skipped,Skipped,5,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
7,9,6,3,1,21,2,21,21,5,21,21,10,8,21,21,21,21,21,21,4,,
2,Skipped,1,8,Skipped,Skipped,3,10,Skipped,5,Skipped,Skipped,Skipped,4,Skipped,11,9,Skipped,Skipped,Skipped,6,,
6,21,5,8,20,21,1,21,21,2,21,21,20,4,21,21,21,21,7,21,3,,
7,9,12,3,6,21,1,21,21,2,21,10,11,5,13,21,13,21,8,21,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
7,15,8,6,9,21,1,21,21,2,11,12,10,3,14,13,21,21,5,21,4,,
3,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,2,21,4,,
3,21,6,7,21,21,1,21,9,4,21,21,8,5,21,21,21,21,10,21,2,,
21,21,21,21,21,21,21,21,Skipped,21,21,21,21,21,21,21,21,21,21,21,21,,
9,7,6,5,10,Skipped,1,12,Skipped,3,Skipped,11,8,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
16,1,19,17,5,4,21,7,12,2,6,14,18,15,3,9,8,10,11,13,20,,
6,7,21,6,21,21,1,21,21,5,21,8,2,3,9,21,21,21,7,21,4,,
4,6,5,2,20,17,1,15,21,6,11,10,7,8,21,21,16,21,21,21,3,,
2,21,21,3,7,21,1,21,21,4,21,21,21,6,9,21,21,21,21,21,5,,
3,8,5,9,21,12,1,15,16,4,11,10,7,6,14,13,18,20,17,19,2,,
21,4,5,21,21,21,1,21,21,6,21,21,21,3,21,21,21,21,21,21,2,,
5,9,4,5,15,7,1,Skipped,15,5,16,15,5,2,4,21,15,21,6,Skipped,1,,
4,7,2,9,10,Skipped,1,Skipped,12,8,Skipped,11,10,5,14,21,13,Skipped,6,Skipped,3,,
5,10,6,2,3,15,1,16,14,8,12,7,11,9,18,13,17,19,21,20,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,11,7,6,10,20,1,13,19,3,18,12,5,8,15,14,17,21,9,16,2,,
2,11,8,5,10,12,1,12,10,3,12,6,9,7,12,12,12,12,10,10,4,,
1,3,2,1,Skipped,4,1,4,4,3,3,2,3,3,Skipped,3,Skipped,Skipped,4,4,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,2,,
5,13,8,7,11,18,1,15,21,3,16,9,6,4,10,14,20,17,12,19,2,,
9,2,3,7,21,21,16,21,13,8,21,5,6,4,21,21,21,21,21,21,1,,
3,21,7,7,5,21,1,21,21,6,21,21,7,4,7,21,21,21,21,21,2,,
1,7,3,6,7,7,1,Skipped,Skipped,4,Skipped,6,Skipped,5,Skipped,Skipped,Skipped,Skipped,7,Skipped,2,,
9,Skipped,Skipped,3,7,Skipped,1,6,8,2,Skipped,Skipped,Skipped,4,Skipped,Skipped,11,Skipped,10,21,5,,
5,14,7,4,9,20,1,20,15,6,12,13,11,3,20,8,20,20,10,20,2,,
4,8,3,6,18,10,1,19,13,5,16,14,9,7,12,17,21,20,11,15,2,,
21,21,21,21,21,21,1,21,21,2,21,21,21,21,21,21,21,21,21,21,21,,
12,5,3,2,21,17,1,21,18,10,12,20,11,17,21,4,21,21,16,21,10,,
2,Skipped,4,4,Skipped,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
9,10,3,8,11,16,1,18,17,4,13,12,6,5,19,14,15,20,7,21,2,,
4,8,5,6,21,21,1,21,21,3,21,9,7,10,21,Skipped,Skipped,21,21,21,2,,
5,14,8,2,10,19,1,18,11,4,9,12,6,7,16,17,15,21,13,20,3,,
4,4,4,2,5,6,1,5,7,3,6,4,4,2,5,6,5,7,5,7,1,,
3,4,3,2,5,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,4,Skipped,Skipped,5,20,5,Skipped,3,,
21,9,21,21,2,10,21,7,4,21,21,21,21,3,21,8,21,6,5,21,1,,
6,8,5,1,4,21,3,21,21,1,21,21,21,7,21,21,21,21,21,21,4,,
2,21,8,4,7,21,1,21,21,6,21,21,8,5,11,21,21,21,10,21,2,,
4,21,21,21,21,21,2,21,21,3,21,21,21,21,21,21,21,21,21,21,1,,
1,6,3,21,21,21,2,21,21,21,21,5,8,7,21,21,21,21,21,21,4,,
9,4,6,13,20,17,2,15,10,5,11,12,14,3,16,8,19,21,1,18,7,,
4,21,21,2,21,21,1,21,21,5,21,21,21,21,21,21,21,21,21,21,3,,
7,10,8,6,5,21,1,21,21,4,21,10,9,3,21,12,14,21,21,21,2,,
9,10,5,2,8,21,1,15,19,3,12,16,11,6,14,17,3,20,7,18,4,,
9,19,13,1,7,Skipped,2,Skipped,Skipped,3,Skipped,20,15,8,Skipped,13,Skipped,16,Skipped,Skipped,2,,
4,5,6,7,9,Skipped,1,Skipped,Skipped,Skipped,Skipped,8,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,,
3,21,3,21,21,21,1,21,21,4,21,21,21,4,21,21,21,21,21,21,2,,
3,21,21,21,1,21,4,21,21,2,21,21,21,21,21,5,21,21,21,21,21,,
13,19,18,4,10,21,1,21,21,2,21,15,17,6,18,21,21,20,21,21,3,,
4,Skipped,8,4,4,Skipped,1,Skipped,Skipped,1,9,9,9,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,,
5,7,4,4,7,8,1,6,21,2,7,5,3,3,7,8,Skipped,9,6,Skipped,3,,
4,7,5,18,11,6,2,17,12,1,10,8,9,14,Skipped,16,15,20,19,13,3,,
5,21,3,4,21,21,6,21,21,2,21,21,21,21,21,21,21,21,21,21,1,,
5,12,4,7,13,18,1,17,20,3,14,8,11,6,16,10,15,19,9,21,2,,
7,8,6,5,9,16,1,17,11,4,14,3,12,10,21,3,21,20,15,13,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,3,18,17,4,8,21,19,2,6,1,16,12,7,9,5,10,13,20,14,11,,
6,5,11,10,20,13,1,15,14,4,20,8,9,3,12,20,17,20,7,16,2,,
Skipped,Skipped,4,5,5,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,,
3,21,21,2,21,21,1,21,21,5,21,21,4,21,21,21,21,21,21,21,21,,
6,9,7,3,10,21,1,13,17,4,21,14,8,5,11,21,15,16,12,21,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
4,21,5,3,8,21,1,21,21,6,21,7,21,3,21,21,21,21,21,21,1,,
4,21,21,21,21,21,1,21,21,3,21,21,21,21,21,21,21,21,21,21,2,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,8,3,10,6,21,2,21,12,5,21,11,9,1,21,21,21,21,13,21,4,,
10,20,9,6,7,21,1,20,13,3,21,20,3,5,Skipped,11,Skipped,12,8,20,2,,
8,21,5,2,10,21,1,21,21,2,10,8,5,5,21,21,21,21,21,21,2,,
10,12,8,4,21,21,1,21,21,3,5,7,11,9,21,21,21,21,6,13,2,,
10,17,21,9,21,21,1,21,21,2,21,18,21,4,21,3,21,21,21,21,21,,
3,11,9,5,7,Skipped,1,12,Skipped,2,Skipped,14,10,6,Skipped,Skipped,Skipped,13,8,Skipped,4,,
19,18,18,7,18,18,1,21,18,2,18,18,18,3,18,18,20,18,18,18,9,,
3,21,2,3,21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,21,2,,
1,6,1,7,7,14,2,15,15,3,12,14,10,5,19,19,19,14,9,19,4,,
3,20,2,12,15,18,1,Skipped,20,3,Skipped,10,10,4,Skipped,15,Skipped,20,8,15,2,,
3,12,6,5,12,21,1,21,21,4,19,21,12,4,7,10,9,21,8,21,1,,
6,8,2,7,11,19,1,18,21,4,16,10,8,2,13,14,15,20,12,17,4,,
4,11,3,10,21,21,1,21,12,5,21,13,6,7,14,9,Skipped,21,8,21,2,,
2,6,6,4,8,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,8,8,21,21,21,11,Skipped,Skipped,4,,
5,5,8,3,9,Skipped,1,Skipped,Skipped,4,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,21,7,Skipped,2,,
9,21,4,6,18,21,3,Skipped,Skipped,21,Skipped,18,12,5,10,4,9,Skipped,9,Skipped,1,,
2,8,3,5,21,15,1,17,18,4,11,7,10,9,12,20,14,19,13,16,6,,
3,8,4,5,21,21,2,21,21,7,21,21,15,6,21,21,9,21,16,21,1,,
9,Skipped,7,4,8,Skipped,1,Skipped,Skipped,2,Skipped,10,5,5,Skipped,Skipped,Skipped,Skipped,10,Skipped,2,,
1,3,8,2,18,16,4,17,14,7,11,10,9,6,15,19,20,21,12,13,5,,
2,6,1,3,7,Skipped,1,Skipped,20,2,7,10,2,3,Skipped,7,Skipped,20,6,7,2,,
7,11,13,9,10,21,1,21,5,4,14,6,21,3,21,8,21,21,12,21,2,,
5,7,5,4,6,10,1,8,10,3,6,6,4,3,7,7,7,9,5,8,2,,
2,8,3,1,15,16,5,19,21,6,19,9,7,8,16,16,16,21,17,18,4,,
3,4,16,12,21,20,1,21,15,2,Skipped,20,9,5,Skipped,19,21,21,21,17,6,,
8,3,4,5,12,18,1,14,16,9,17,6,7,10,11,15,20,21,13,19,2,,
7,10,8,2,11,17,1,19,15,3,16,14,9,5,12,Skipped,Skipped,18,6,13,4,,
Skipped,Skipped,6,10,Skipped,9,1,Skipped,8,3,Skipped,Skipped,Skipped,4,Skipped,7,Skipped,Skipped,5,Skipped,2,,
5,Skipped,5,Skipped,Skipped,Skipped,4,10,Skipped,6,8,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,6,,
3,21,2,21,21,21,1,21,21,5,21,21,21,6,21,21,21,21,21,21,4,,
7,9,9,5,8,21,1,21,14,13,12,3,8,4,21,10,21,21,11,21,2,,
4,Skipped,6,5,Skipped,Skipped,1,Skipped,Skipped,2,Skipped,7,4,3,Skipped,Skipped,6,Skipped,Skipped,Skipped,3,,
6,21,8,2,5,21,1,21,21,3,21,9,21,7,21,21,21,21,10,21,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
Skipped,19,Skipped,Skipped,17,Skipped,12,Skipped,3,11,Skipped,Skipped,Skipped,21,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,16,,
7,9,4,21,12,21,1,21,11,8,6,10,3,5,20,21,21,21,13,21,2,,
3,6,5,21,21,21,2,21,21,1,21,21,21,4,21,21,21,21,21,21,7,,
4,13,6,6,17,14,1,18,20,3,16,6,12,5,11,6,10,19,15,21,2,,
21,21,3,7,21,21,1,4,21,21,21,6,21,5,21,21,21,21,21,21,2,,
5,6,4,2,3,21,1,21,21,3,21,6,6,3,4,21,4,21,21,21,2,,
9,Skipped,9,6,6,Skipped,1,9,Skipped,3,Skipped,Skipped,3,6,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,,
1,3,2,4,4,Skipped,1,8,7,2,3,2,6,2,5,5,5,Skipped,6,Skipped,1,,
5,6,1,8,10,21,2,21,21,6,11,13,9,2,21,12,21,21,14,21,4,,
21,21,21,21,3,21,2,21,21,21,21,21,21,4,21,5,21,7,6,21,1,,
3,18,5,6,19,19,2,8,20,4,19,19,6,7,19,19,Skipped,21,19,19,1,,
1,21,3,5,21,21,2,21,21,21,21,21,6,21,21,21,21,21,21,21,4,,
12,16,6,11,10,21,1,21,21,2,19,13,4,3,7,9,20,14,8,15,5,,
8,6,5,3,9,21,1,21,21,4,21,21,7,4,10,21,21,21,21,21,2,,
6,8,1,9,10,21,1,21,21,5,21,10,7,1,21,21,21,21,21,21,4,,
5,12,7,6,9,21,1,21,21,2,21,10,8,4,21,21,21,21,11,21,3,,
2,Skipped,Skipped,5,7,Skipped,1,Skipped,Skipped,6,Skipped,10,11,3,8,9,Skipped,Skipped,4,Skipped,3,,
5,16,13,6,11,21,1,7,20,3,19,17,14,2,9,10,8,15,12,18,4,,
3,9,1,9,21,12,2,21,15,5,11,8,7,6,21,21,21,21,12,10,4,,
5,21,3,7,21,20,8,21,21,3,21,2,4,2,9,1,2,2,19,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,4,5,21,21,21,1,10,8,7,21,9,6,5,21,21,21,21,21,21,1,,
2,4,7,6,11,12,1,21,13,3,9,10,14,8,21,21,21,21,21,15,5,,
3,21,5,4,21,21,1,21,21,8,21,7,21,6,21,21,21,21,21,21,2,,
3,11,4,5,13,14,1,14,9,6,8,14,10,7,14,12,14,14,14,14,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
6,Skipped,6,5,10,Skipped,1,16,Skipped,4,Skipped,Skipped,Skipped,7,Skipped,20,Skipped,Skipped,Skipped,Skipped,2,,
21,21,21,21,21,21,1,21,21,21,21,21,21,3,21,21,21,21,21,21,2,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
3,4,6,5,11,18,2,9,14,10,19,17,15,7,12,20,13,21,8,16,1,,
6,10,4,2,8,13,1,14,15,3,16,11,7,9,12,20,17,21,19,18,5,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
5,Skipped,5,3,7,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
6,4,9,7,14,15,1,17,12,5,8,13,10,3,18,16,19,20,11,21,2,,
15,6,4,3,11,11,2,16,18,7,18,7,7,7,11,18,21,21,15,18,1,,
6,11,7,8,9,13,1,17,12,6,18,10,5,3,15,14,19,20,4,16,2,,
8,11,5,13,16,17,1,12,4,7,19,9,10,3,20,6,21,15,14,18,2,,
4,10,5,9,14,21,2,21,21,3,11,7,8,6,13,12,21,21,21,21,1,,
5,14,8,6,11,18,1,9,17,4,15,13,7,3,16,10,20,21,12,19,2,,
5,21,21,3,21,21,1,21,21,6,21,21,21,2,21,21,21,21,21,21,4,,
21,21,21,21,21,21,21,21,21,21,21,21,21,2,21,1,21,21,21,21,21,,
4,21,21,21,21,21,2,21,21,21,21,21,21,21,1,21,21,21,21,21,3,,
2,21,6,9,13,21,1,21,10,3,8,11,21,4,21,7,21,21,12,21,5,,
3,7,6,8,16,15,1,17,12,4,9,13,11,5,21,14,21,21,10,18,1,,
5,6,7,4,11,19,1,18,14,3,15,9,12,8,13,20,Skipped,16,10,17,2,,
1,21,21,21,21,21,21,21,21,2,21,21,21,5,21,21,21,21,21,21,15,,
11,21,9,3,5,21,2,21,21,1,21,13,14,4,10,8,12,21,7,21,6,,
4,14,8,5,7,Skipped,1,10,Skipped,3,Skipped,Skipped,9,6,11,Skipped,12,Skipped,13,Skipped,2,,
21,21,21,2,21,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,1,,
1,6,2,9,20,21,4,20,21,1,21,7,18,5,19,10,21,21,21,21,3,,
3,3,3,9,11,21,1,Skipped,21,7,11,3,9,7,Skipped,11,Skipped,21,Skipped,21,1,,
8,10,7,4,3,19,1,11,12,5,18,13,9,6,14,15,17,20,16,21,2,,
19,15,21,21,16,7,21,6,8,19,4,15,18,21,2,3,1,5,1,9,21,,
4,Skipped,7,5,8,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,9,Skipped,6,,
5,21,6,4,21,21,1,21,21,3,21,21,21,3,21,21,21,21,21,21,7,,
4,8,4,4,6,8,1,8,8,3,Skipped,Skipped,7,2,21,9,Skipped,Skipped,5,8,3,,
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,
7,9,3,5,14,6,1,Skipped,16,8,10,11,12,4,15,Skipped,Skipped,Skipped,13,Skipped,2,,
21,21,21,21,21,1,21,21,4,21,21,21,21,21,21,2,21,3,21,21,21,,
Skipped,Skipped,1,2,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,5,,
4,Skipped,7,5,Skipped,Skipped,1,11,Skipped,6,Skipped,13,Skipped,3,9,10,8,Skipped,12,Skipped,2,,
4,4,10,2,9,15,1,15,10,4,13,12,14,4,15,15,15,15,15,15,2,,
8,10,6,7,9,15,1,15,15,3,12,15,4,5,14,15,15,15,13,15,2,,
3,8,2,5,9,21,1,7,21,4,21,21,21,3,21,10,7,21,21,21,6,,
1,21,21,6,21,21,1,21,21,3,21,21,5,21,21,21,21,21,21,21,4,,
5,2,6,14,13,15,9,Skipped,12,8,Skipped,11,3,7,Skipped,1,Skipped,Skipped,16,Skipped,4,,
1,6,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,3,Skipped,6,6,4,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,,
5,8,3,6,10,15,1,14,18,7,16,11,4,9,19,13,20,21,12,17,2,,
1,Skipped,4,2,8,Skipped,1,6,6,3,Skipped,Skipped,Skipped,3,8,21,15,Skipped,Skipped,Skipped,2,,
5,12,3,4,14,13,2,20,1,16,21,19,10,9,15,17,18,11,7,8,6,,
Skipped,5,5,6,Skipped,Skipped,1,Skipped,21,5,Skipped,5,10,5,Skipped,Skipped,12,Skipped,Skipped,Skipped,1,,
4,17,6,8,13,20,1,14,10,3,15,16,7,5,12,11,18,21,9,19,2,,
2,14,4,4,9,11,1,13,10,3,14,7,8,6,21,18,21,18,12,16,5,,
5,21,4,6,9,21,1,21,21,3,21,21,21,21,8,21,7,21,21,21,1,,
10,7,9,10,6,9,1,Skipped,21,2,Skipped,8,Skipped,4,Skipped,Skipped,Skipped,8,Skipped,Skipped,3,,
5,9,8,1,21,16,2,19,3,7,12,10,14,6,18,11,20,13,17,15,4,,
4,21,6,7,21,21,1,21,21,2,21,21,6,5,21,21,21,21,21,21,3,,
1,10,21,7,15,19,2,14,21,3,13,6,11,8,21,10,20,20,21,19,4,,
4,5,3,9,15,17,1,11,19,7,16,6,10,8,13,14,12,21,18,20,2,,
2,3,2,2,10,9,1,9,5,3,3,3,3,2,21,4,4,21,5,Skipped,1,,
5,6,5,2,7,21,1,21,21,5,21,6,21,7,21,21,21,21,21,21,2,,
14,8,17,16,21,3,10,20,2,5,1,11,15,7,4,6,12,19,9,18,13,,
