rank1,rank2,rank3,numSeats,numCands
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,skipped,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,skipped,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
M. Nicole Coleman PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,M. Nicole Coleman PhD,1,3
Nancy M. Sidun PsyD ABPP,skipped,skipped,1,3
Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,skipped,1,3
Debra M. Kawahara PhD,M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
Debra M. Kawahara PhD,skipped,skipped,1,3
M. Nicole Coleman PhD,Nancy M. Sidun PsyD ABPP,Debra M. Kawahara PhD,1,3
M. Nicole Coleman PhD,Debra M. Kawahara PhD,Nancy M. Sidun PsyD ABPP,1,3
