ballotID,ward,rank1,rank2,rank3,rank4,Num cands,Num seats
4901,200,Seth Grimes,Talisha Searcy,writein,Jarrett Smith,4,1
5082,300,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5441,300,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5532,300,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5537,100,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5556,400,Seth Grimes,Talisha Searcy,writein,Jarrett Smith,4,1
5575,400,Seth Grimes,Talisha Searcy,writein,Jarrett Smith,4,1
5621,100,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5945,200,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
5979,100,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
124,200,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
1057,500,Talisha Searcy,Seth Grimes,writein,Jarrett Smith,4,1
307,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1585,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
2570,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
3250,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
5535,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
6227,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
3034,600,Jarrett Smith,Seth Grimes,skipped,skipped,4,1
374,400,writein,Talisha Searcy,Jarrett Smith,Seth Grimes,4,1
871,400,writein,Talisha Searcy,Jarrett Smith,Seth Grimes,4,1
4502,100,Talisha Searcy,writein,Jarrett Smith,Seth Grimes,4,1
5002,100,Talisha Searcy,writein,Jarrett Smith,Seth Grimes,4,1
5240,200,Talisha Searcy,writein,Jarrett Smith,Seth Grimes,4,1
1680,500,Jarrett Smith,Seth Grimes,skipped,skipped,4,1
1531,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
1670,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
2951,600,Jarrett Smith,Seth Grimes,skipped,skipped,4,1
2082,500,Seth Grimes,skipped,skipped,skipped,4,1
2264,400,Seth Grimes,skipped,skipped,skipped,4,1
2427,400,Seth Grimes,skipped,skipped,skipped,4,1
2829,400,Seth Grimes,skipped,skipped,skipped,4,1
3187,500,Seth Grimes,skipped,skipped,skipped,4,1
3720,400,Seth Grimes,skipped,skipped,skipped,4,1
3925,100,Seth Grimes,skipped,skipped,skipped,4,1
6088,400,Seth Grimes,skipped,skipped,skipped,4,1
1588,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
1656,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
2009,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
3074,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
4181,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
4446,200,writein,Jarrett Smith,Talisha Searcy,Seth Grimes,4,1
424,100,Talisha Searcy,Seth Grimes,skipped,skipped,4,1
2719,600,Talisha Searcy,Seth Grimes,skipped,skipped,4,1
3614,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
5713,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
1368,300,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
1516,200,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
277,200,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
2103,300,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
2221,100,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
3600,300,Jarrett Smith,Talisha Searcy,writein,Seth Grimes,4,1
4185,100,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
4718,200,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
5657,200,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
508,100,Jarrett Smith,Talisha Searcy,writein,Seth Grimes,4,1
873,200,Talisha Searcy,Jarrett Smith,writein,Seth Grimes,4,1
1073,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
3415,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
4319,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
5962,500,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
1889,600,Seth Grimes,skipped,skipped,skipped,4,1
3920,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
4367,200,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
4015,200,writein,Seth Grimes,Jarrett Smith,Talisha Searcy,4,1
5580,100,writein,Seth Grimes,Jarrett Smith,Talisha Searcy,4,1
145,200,writein,Seth Grimes,Jarrett Smith,Talisha Searcy,4,1
2868,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped,4,1
1849,600,Seth Grimes,writein,Jarrett Smith,Talisha Searcy,4,1
2576,100,Seth Grimes,writein,Jarrett Smith,Talisha Searcy,4,1
4700,500,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped,4,1
4995,600,Talisha Searcy,Jarrett Smith,skipped,skipped,4,1
92,600,Seth Grimes,skipped,skipped,skipped,4,1
790,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
1364,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
2055,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped,4,1
3318,100,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
114,300,Talisha Searcy,Seth Grimes,skipped,skipped,4,1
2387,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped,4,1
62,600,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
1475,200,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
3222,100,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
5586,200,Talisha Searcy,Seth Grimes,skipped,skipped,4,1
104,500,Talisha Searcy,skipped,skipped,skipped,4,1
279,400,Talisha Searcy,skipped,skipped,skipped,4,1
1934,500,Talisha Searcy,skipped,skipped,skipped,4,1
2012,500,Talisha Searcy,skipped,skipped,skipped,4,1
2660,600,Talisha Searcy,skipped,skipped,skipped,4,1
2727,200,Talisha Searcy,skipped,skipped,skipped,4,1
3055,500,Talisha Searcy,skipped,skipped,skipped,4,1
3118,400,Talisha Searcy,skipped,skipped,skipped,4,1
4191,600,Talisha Searcy,skipped,skipped,skipped,4,1
5323,400,Talisha Searcy,skipped,skipped,skipped,4,1
5722,400,Talisha Searcy,skipped,skipped,skipped,4,1
5890,300,Talisha Searcy,skipped,skipped,skipped,4,1
5049,600,Seth Grimes,Jarrett Smith,writein,Talisha Searcy,4,1
466,100,Seth Grimes,Jarrett Smith,writein,Talisha Searcy,4,1
1015,300,Seth Grimes,Jarrett Smith,writein,Talisha Searcy,4,1
1017,300,Seth Grimes,Jarrett Smith,writein,Talisha Searcy,4,1
806,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped,4,1
2869,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped,4,1
4554,100,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped,4,1
562,600,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
5968,600,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped,4,1
1166,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
1345,400,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
1384,400,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
1428,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
1562,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
1601,400,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
1848,600,Seth Grimes,Jarrett Smith,Talisha Searcy,writein,4,1
1940,400,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
2093,600,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
2245,600,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
341,600,Seth Grimes,Jarrett Smith,Talisha Searcy,writein,4,1
3274,400,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
3421,400,Jarrett Smith,Talisha Searcy,Seth Grimes,writein,4,1
3647,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
3745,200,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
3969,200,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
4076,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4082,400,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4083,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
4126,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
4137,400,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
4285,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4410,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4413,600,Jarrett Smith,Talisha Searcy,Seth Grimes,writein,4,1
4608,200,Seth Grimes,skipped,skipped,skipped,4,1
4630,100,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
4665,200,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
4697,600,Seth Grimes,Jarrett Smith,Talisha Searcy,writein,4,1
4699,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
4762,300,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
4768,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4830,600,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
4831,600,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
4848,300,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
116,500,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
5001,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
5093,200,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
5383,200,Talisha Searcy,writein,skipped,skipped,4,1
5445,300,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
5458,200,Talisha Searcy,Jarrett Smith,Seth Grimes,writein,4,1
5714,100,Talisha Searcy,writein,skipped,skipped,4,1
5717,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
5718,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
5719,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
5931,100,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
5937,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
6052,400,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
531,600,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
668,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
744,200,Seth Grimes,Talisha Searcy,Jarrett Smith,writein,4,1
144,400,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
151,400,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
1074,200,Talisha Searcy,Seth Grimes,Jarrett Smith,writein,4,1
3001,200,Jarrett Smith,skipped,skipped,skipped,4,1
3503,200,Jarrett Smith,skipped,skipped,skipped,4,1
751,200,Talisha Searcy,Jarrett Smith,skipped,skipped,4,1
2,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
14,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
15,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
17,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
30,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
33,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
34,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
36,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
41,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
57,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
64,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
68,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
75,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
76,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
77,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
78,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
86,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
100,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
129,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
132,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
139,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
142,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
155,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
157,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
168,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
169,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
170,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
175,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
178,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
191,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
197,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
206,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
212,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
217,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
218,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
219,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
226,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
228,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
231,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
232,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
250,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
270,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
271,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
275,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
276,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
282,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
285,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
293,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
295,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
297,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
309,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
310,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
311,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
319,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
330,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
334,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
342,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
343,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
365,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
370,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
396,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
411,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
418,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
422,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
435,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
444,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
453,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
457,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
467,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
485,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
495,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
498,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
500,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
504,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
509,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
514,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
550,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
558,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
591,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
595,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
596,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
608,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
611,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
621,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
630,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
633,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
638,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
639,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
644,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
651,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
656,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
667,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
688,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
695,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
701,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
711,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
713,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
724,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
725,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
728,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
732,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
739,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
740,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
741,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
743,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
745,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
757,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
763,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
764,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
766,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
771,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
793,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
795,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
798,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
800,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
801,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
803,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
811,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
812,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
813,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
822,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
824,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
828,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
833,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
835,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
842,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
844,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
851,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
855,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
860,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
863,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
882,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
884,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
885,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
893,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
909,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
915,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
917,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
928,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
929,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
930,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
933,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
936,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
951,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
952,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
953,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
963,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
973,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
980,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
985,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
997,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1007,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1019,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1023,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1026,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1029,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1030,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1043,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1051,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1054,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1059,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1061,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1064,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1072,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1076,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1082,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1088,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1095,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1099,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1101,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1110,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1117,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1128,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1129,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1132,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1137,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1139,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1140,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1173,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1182,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1197,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1198,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1222,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
1225,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped,4,1
