ballotID,ward,rank1,rank2,Num cands,Num seats
4903,200,Cindy Dyballa,writein,2,1
5458,200,Cindy Dyballa,writein,2,1
5483,200,Cindy Dyballa,writein,2,1
429,200,Cindy Dyballa,writein,2,1
5657,200,Cindy Dyballa,writein,2,1
5879,200,Cindy Dyballa,writein,2,1
5945,200,Cindy Dyballa,writein,2,1
5955,200,Cindy Dyballa,writein,2,1
6142,200,Cindy Dyballa,writein,2,1
668,200,Cindy Dyballa,writein,2,1
711,200,Cindy Dyballa,writein,2,1
744,200,Cindy Dyballa,writein,2,1
873,200,Cindy Dyballa,writein,2,1
1074,200,Cindy Dyballa,writein,2,1
3,200,Cindy Dyballa,skipped,2,1
6,200,Cindy Dyballa,skipped,2,1
11,200,Cindy Dyballa,skipped,2,1
12,200,Cindy Dyballa,skipped,2,1
15,200,Cindy Dyballa,skipped,2,1
16,200,Cindy Dyballa,skipped,2,1
20,200,Cindy Dyballa,skipped,2,1
35,200,Cindy Dyballa,skipped,2,1
36,200,Cindy Dyballa,skipped,2,1
50,200,Cindy Dyballa,skipped,2,1
73,200,Cindy Dyballa,skipped,2,1
75,200,Cindy Dyballa,skipped,2,1
76,200,Cindy Dyballa,skipped,2,1
77,200,Cindy Dyballa,skipped,2,1
79,200,Cindy Dyballa,skipped,2,1
85,200,Cindy Dyballa,skipped,2,1
86,200,Cindy Dyballa,skipped,2,1
98,200,Cindy Dyballa,skipped,2,1
99,200,Cindy Dyballa,skipped,2,1
112,200,Cindy Dyballa,skipped,2,1
120,200,Cindy Dyballa,skipped,2,1
124,200,Cindy Dyballa,skipped,2,1
128,200,Cindy Dyballa,skipped,2,1
130,200,Cindy Dyballa,skipped,2,1
131,200,Cindy Dyballa,skipped,2,1
133,200,Cindy Dyballa,skipped,2,1
135,200,Cindy Dyballa,skipped,2,1
139,200,Cindy Dyballa,skipped,2,1
145,200,Cindy Dyballa,skipped,2,1
153,200,Cindy Dyballa,skipped,2,1
165,200,Cindy Dyballa,skipped,2,1
173,200,Cindy Dyballa,skipped,2,1
180,200,Cindy Dyballa,skipped,2,1
181,200,Cindy Dyballa,skipped,2,1
182,200,Cindy Dyballa,skipped,2,1
212,200,Cindy Dyballa,skipped,2,1
213,200,Cindy Dyballa,skipped,2,1
217,200,Cindy Dyballa,skipped,2,1
227,200,Cindy Dyballa,skipped,2,1
230,200,Cindy Dyballa,skipped,2,1
237,200,Cindy Dyballa,skipped,2,1
242,200,Cindy Dyballa,skipped,2,1
244,200,Cindy Dyballa,skipped,2,1
250,200,Cindy Dyballa,skipped,2,1
253,200,Cindy Dyballa,skipped,2,1
254,200,Cindy Dyballa,skipped,2,1
266,200,Cindy Dyballa,skipped,2,1
267,200,Cindy Dyballa,skipped,2,1
268,200,Cindy Dyballa,skipped,2,1
269,200,Cindy Dyballa,skipped,2,1
272,200,Cindy Dyballa,skipped,2,1
274,200,Cindy Dyballa,skipped,2,1
278,200,Cindy Dyballa,skipped,2,1
293,200,Cindy Dyballa,skipped,2,1
299,200,Cindy Dyballa,skipped,2,1
300,200,Cindy Dyballa,skipped,2,1
301,200,Cindy Dyballa,skipped,2,1
316,200,Cindy Dyballa,skipped,2,1
318,200,Cindy Dyballa,skipped,2,1
328,200,Cindy Dyballa,skipped,2,1
329,200,Cindy Dyballa,skipped,2,1
334,200,Cindy Dyballa,skipped,2,1
338,200,Cindy Dyballa,skipped,2,1
343,200,Cindy Dyballa,skipped,2,1
344,200,Cindy Dyballa,skipped,2,1
346,200,Cindy Dyballa,skipped,2,1
349,200,Cindy Dyballa,skipped,2,1
357,200,Cindy Dyballa,skipped,2,1
372,200,Cindy Dyballa,skipped,2,1
378,200,Cindy Dyballa,skipped,2,1
382,200,Cindy Dyballa,skipped,2,1
385,200,Cindy Dyballa,skipped,2,1
386,200,Cindy Dyballa,skipped,2,1
387,200,Cindy Dyballa,skipped,2,1
391,200,Cindy Dyballa,skipped,2,1
394,200,Cindy Dyballa,skipped,2,1
396,200,Cindy Dyballa,skipped,2,1
402,200,Cindy Dyballa,skipped,2,1
405,200,Cindy Dyballa,skipped,2,1
406,200,Cindy Dyballa,skipped,2,1
411,200,Cindy Dyballa,skipped,2,1
416,200,Cindy Dyballa,skipped,2,1
418,200,Cindy Dyballa,skipped,2,1
421,200,Cindy Dyballa,skipped,2,1
425,200,Cindy Dyballa,skipped,2,1
430,200,Cindy Dyballa,skipped,2,1
436,200,Cindy Dyballa,skipped,2,1
441,200,Cindy Dyballa,skipped,2,1
447,200,Cindy Dyballa,skipped,2,1
458,200,Cindy Dyballa,skipped,2,1
462,200,Cindy Dyballa,skipped,2,1
468,200,Cindy Dyballa,skipped,2,1
494,200,Cindy Dyballa,skipped,2,1
497,200,Cindy Dyballa,skipped,2,1
504,200,Cindy Dyballa,skipped,2,1
526,200,Cindy Dyballa,skipped,2,1
527,200,Cindy Dyballa,skipped,2,1
532,200,Cindy Dyballa,skipped,2,1
534,200,Cindy Dyballa,skipped,2,1
541,200,Cindy Dyballa,skipped,2,1
545,200,Cindy Dyballa,skipped,2,1
548,200,Cindy Dyballa,skipped,2,1
559,200,Cindy Dyballa,skipped,2,1
568,200,Cindy Dyballa,skipped,2,1
573,200,Cindy Dyballa,skipped,2,1
574,200,Cindy Dyballa,skipped,2,1
577,200,Cindy Dyballa,skipped,2,1
578,200,Cindy Dyballa,skipped,2,1
590,200,Cindy Dyballa,skipped,2,1
595,200,Cindy Dyballa,skipped,2,1
601,200,Cindy Dyballa,skipped,2,1
604,200,Cindy Dyballa,skipped,2,1
619,200,Cindy Dyballa,skipped,2,1
622,200,Cindy Dyballa,skipped,2,1
629,200,Cindy Dyballa,skipped,2,1
630,200,Cindy Dyballa,skipped,2,1
632,200,Cindy Dyballa,skipped,2,1
634,200,Cindy Dyballa,skipped,2,1
638,200,Cindy Dyballa,skipped,2,1
647,200,Cindy Dyballa,skipped,2,1
651,200,Cindy Dyballa,skipped,2,1
658,200,Cindy Dyballa,skipped,2,1
659,200,Cindy Dyballa,skipped,2,1
660,200,Cindy Dyballa,skipped,2,1
667,200,Cindy Dyballa,skipped,2,1
683,200,Cindy Dyballa,skipped,2,1
685,200,Cindy Dyballa,skipped,2,1
686,200,Cindy Dyballa,skipped,2,1
688,200,Cindy Dyballa,skipped,2,1
700,200,Cindy Dyballa,skipped,2,1
701,200,Cindy Dyballa,skipped,2,1
704,200,Cindy Dyballa,skipped,2,1
723,200,Cindy Dyballa,skipped,2,1
724,200,Cindy Dyballa,skipped,2,1
726,200,Cindy Dyballa,skipped,2,1
730,200,Cindy Dyballa,skipped,2,1
734,200,Cindy Dyballa,skipped,2,1
735,200,Cindy Dyballa,skipped,2,1
739,200,Cindy Dyballa,skipped,2,1
740,200,Cindy Dyballa,skipped,2,1
745,200,Cindy Dyballa,skipped,2,1
753,200,Cindy Dyballa,skipped,2,1
754,200,Cindy Dyballa,skipped,2,1
759,200,Cindy Dyballa,skipped,2,1
775,200,Cindy Dyballa,skipped,2,1
776,200,Cindy Dyballa,skipped,2,1
777,200,Cindy Dyballa,skipped,2,1
779,200,Cindy Dyballa,skipped,2,1
780,200,Cindy Dyballa,skipped,2,1
785,200,Cindy Dyballa,skipped,2,1
801,200,Cindy Dyballa,skipped,2,1
802,200,Cindy Dyballa,skipped,2,1
824,200,Cindy Dyballa,skipped,2,1
827,200,Cindy Dyballa,skipped,2,1
831,200,Cindy Dyballa,skipped,2,1
835,200,Cindy Dyballa,skipped,2,1
852,200,Cindy Dyballa,skipped,2,1
854,200,Cindy Dyballa,skipped,2,1
855,200,Cindy Dyballa,skipped,2,1
857,200,Cindy Dyballa,skipped,2,1
863,200,Cindy Dyballa,skipped,2,1
868,200,Cindy Dyballa,skipped,2,1
880,200,Cindy Dyballa,skipped,2,1
886,200,Cindy Dyballa,skipped,2,1
887,200,Cindy Dyballa,skipped,2,1
895,200,Cindy Dyballa,skipped,2,1
903,200,Cindy Dyballa,skipped,2,1
908,200,Cindy Dyballa,skipped,2,1
912,200,Cindy Dyballa,skipped,2,1
915,200,Cindy Dyballa,skipped,2,1
925,200,Cindy Dyballa,skipped,2,1
927,200,Cindy Dyballa,skipped,2,1
936,200,Cindy Dyballa,skipped,2,1
937,200,Cindy Dyballa,skipped,2,1
938,200,Cindy Dyballa,skipped,2,1
939,200,Cindy Dyballa,skipped,2,1
942,200,Cindy Dyballa,skipped,2,1
949,200,Cindy Dyballa,skipped,2,1
951,200,Cindy Dyballa,skipped,2,1
952,200,Cindy Dyballa,skipped,2,1
953,200,Cindy Dyballa,skipped,2,1
959,200,Cindy Dyballa,skipped,2,1
963,200,Cindy Dyballa,skipped,2,1
965,200,Cindy Dyballa,skipped,2,1
984,200,Cindy Dyballa,skipped,2,1
1002,200,Cindy Dyballa,skipped,2,1
1005,200,Cindy Dyballa,skipped,2,1
1006,200,Cindy Dyballa,skipped,2,1
1023,200,Cindy Dyballa,skipped,2,1
1028,200,Cindy Dyballa,skipped,2,1
1029,200,Cindy Dyballa,skipped,2,1
1034,200,Cindy Dyballa,skipped,2,1
1046,200,Cindy Dyballa,skipped,2,1
1047,200,Cindy Dyballa,skipped,2,1
1062,200,Cindy Dyballa,skipped,2,1
1063,200,Cindy Dyballa,skipped,2,1
1065,200,Cindy Dyballa,skipped,2,1
1070,200,Cindy Dyballa,skipped,2,1
1073,200,Cindy Dyballa,skipped,2,1
1079,200,Cindy Dyballa,skipped,2,1
1082,200,Cindy Dyballa,skipped,2,1
1084,200,Cindy Dyballa,skipped,2,1
1087,200,Cindy Dyballa,skipped,2,1
1088,200,Cindy Dyballa,skipped,2,1
1090,200,Cindy Dyballa,skipped,2,1
1097,200,Cindy Dyballa,skipped,2,1
1137,200,Cindy Dyballa,skipped,2,1
1148,200,Cindy Dyballa,skipped,2,1
1150,200,Cindy Dyballa,skipped,2,1
1156,200,Cindy Dyballa,skipped,2,1
1157,200,Cindy Dyballa,skipped,2,1
1158,200,Cindy Dyballa,skipped,2,1
1165,200,Cindy Dyballa,skipped,2,1
1178,200,Cindy Dyballa,skipped,2,1
1179,200,Cindy Dyballa,skipped,2,1
1198,200,Cindy Dyballa,skipped,2,1
1199,200,Cindy Dyballa,skipped,2,1
1203,200,Cindy Dyballa,skipped,2,1
1209,200,Cindy Dyballa,skipped,2,1
1210,200,Cindy Dyballa,skipped,2,1
1211,200,Cindy Dyballa,skipped,2,1
1215,200,Cindy Dyballa,skipped,2,1
1222,200,Cindy Dyballa,skipped,2,1
1233,200,Cindy Dyballa,skipped,2,1
1249,200,Cindy Dyballa,skipped,2,1
1265,200,Cindy Dyballa,skipped,2,1
1267,200,Cindy Dyballa,skipped,2,1
1268,200,Cindy Dyballa,skipped,2,1
1308,200,Cindy Dyballa,skipped,2,1
1321,200,Cindy Dyballa,skipped,2,1
1340,200,Cindy Dyballa,skipped,2,1
1341,200,Cindy Dyballa,skipped,2,1
1342,200,Cindy Dyballa,skipped,2,1
1348,200,Cindy Dyballa,skipped,2,1
1349,200,Cindy Dyballa,skipped,2,1
1361,200,Cindy Dyballa,skipped,2,1
1362,200,Cindy Dyballa,skipped,2,1
1372,200,Cindy Dyballa,skipped,2,1
1385,200,Cindy Dyballa,skipped,2,1
1386,200,Cindy Dyballa,skipped,2,1
1387,200,Cindy Dyballa,skipped,2,1
1389,200,Cindy Dyballa,skipped,2,1
1394,200,Cindy Dyballa,skipped,2,1
1396,200,Cindy Dyballa,skipped,2,1
1403,200,Cindy Dyballa,skipped,2,1
1411,200,Cindy Dyballa,skipped,2,1
1414,200,Cindy Dyballa,skipped,2,1
1415,200,Cindy Dyballa,skipped,2,1
1423,200,Cindy Dyballa,skipped,2,1
1424,200,Cindy Dyballa,skipped,2,1
1434,200,Cindy Dyballa,skipped,2,1
1437,200,Cindy Dyballa,skipped,2,1
1439,200,Cindy Dyballa,skipped,2,1
1442,200,Cindy Dyballa,skipped,2,1
1451,200,Cindy Dyballa,skipped,2,1
1455,200,Cindy Dyballa,skipped,2,1
1466,200,Cindy Dyballa,skipped,2,1
1483,200,Cindy Dyballa,skipped,2,1
1489,200,Cindy Dyballa,skipped,2,1
1496,200,Cindy Dyballa,skipped,2,1
1505,200,Cindy Dyballa,skipped,2,1
1508,200,Cindy Dyballa,skipped,2,1
1514,200,Cindy Dyballa,skipped,2,1
1529,200,Cindy Dyballa,skipped,2,1
1531,200,Cindy Dyballa,skipped,2,1
1537,200,Cindy Dyballa,skipped,2,1
1548,200,Cindy Dyballa,skipped,2,1
1552,200,Cindy Dyballa,skipped,2,1
1553,200,Cindy Dyballa,skipped,2,1
1556,200,Cindy Dyballa,skipped,2,1
1569,200,Cindy Dyballa,skipped,2,1
1577,200,Cindy Dyballa,skipped,2,1
1592,200,Cindy Dyballa,skipped,2,1
1595,200,Cindy Dyballa,skipped,2,1
1596,200,Cindy Dyballa,skipped,2,1
1598,200,Cindy Dyballa,skipped,2,1
1602,200,Cindy Dyballa,skipped,2,1
1605,200,Cindy Dyballa,skipped,2,1
1608,200,Cindy Dyballa,skipped,2,1
1609,200,Cindy Dyballa,skipped,2,1
1622,200,Cindy Dyballa,skipped,2,1
1624,200,Cindy Dyballa,skipped,2,1
1625,200,Cindy Dyballa,skipped,2,1
1626,200,Cindy Dyballa,skipped,2,1
1627,200,Cindy Dyballa,skipped,2,1
1635,200,Cindy Dyballa,skipped,2,1
1636,200,Cindy Dyballa,skipped,2,1
1638,200,Cindy Dyballa,skipped,2,1
1648,200,Cindy Dyballa,skipped,2,1
1665,200,Cindy Dyballa,skipped,2,1
1667,200,Cindy Dyballa,skipped,2,1
1676,200,Cindy Dyballa,skipped,2,1
1682,200,Cindy Dyballa,skipped,2,1
1683,200,Cindy Dyballa,skipped,2,1
1686,200,Cindy Dyballa,skipped,2,1
1687,200,Cindy Dyballa,skipped,2,1
1691,200,Cindy Dyballa,skipped,2,1
1698,200,Cindy Dyballa,skipped,2,1
1699,200,Cindy Dyballa,skipped,2,1
1702,200,Cindy Dyballa,skipped,2,1
1709,200,Cindy Dyballa,skipped,2,1
1718,200,Cindy Dyballa,skipped,2,1
1722,200,Cindy Dyballa,skipped,2,1
1741,200,Cindy Dyballa,skipped,2,1
1742,200,Cindy Dyballa,skipped,2,1
1743,200,Cindy Dyballa,skipped,2,1
1755,200,Cindy Dyballa,skipped,2,1
1756,200,Cindy Dyballa,skipped,2,1
1757,200,Cindy Dyballa,skipped,2,1
1778,200,Cindy Dyballa,skipped,2,1
1786,200,Cindy Dyballa,skipped,2,1
1788,200,Cindy Dyballa,skipped,2,1
1789,200,Cindy Dyballa,skipped,2,1
1790,200,Cindy Dyballa,skipped,2,1
1806,200,Cindy Dyballa,skipped,2,1
1809,200,Cindy Dyballa,skipped,2,1
1814,200,Cindy Dyballa,skipped,2,1
1817,200,Cindy Dyballa,skipped,2,1
1820,200,Cindy Dyballa,skipped,2,1
1821,200,Cindy Dyballa,skipped,2,1
1823,200,Cindy Dyballa,skipped,2,1
1827,200,Cindy Dyballa,skipped,2,1
1830,200,Cindy Dyballa,skipped,2,1
1831,200,Cindy Dyballa,skipped,2,1
1834,200,Cindy Dyballa,skipped,2,1
1838,200,Cindy Dyballa,skipped,2,1
1840,200,Cindy Dyballa,skipped,2,1
1841,200,Cindy Dyballa,skipped,2,1
1861,200,Cindy Dyballa,skipped,2,1
1870,200,Cindy Dyballa,skipped,2,1
1871,200,Cindy Dyballa,skipped,2,1
1872,200,Cindy Dyballa,skipped,2,1
1883,200,Cindy Dyballa,skipped,2,1
1884,200,Cindy Dyballa,skipped,2,1
1897,200,Cindy Dyballa,skipped,2,1
1898,200,Cindy Dyballa,skipped,2,1
1902,200,Cindy Dyballa,skipped,2,1
1903,200,Cindy Dyballa,skipped,2,1
1931,200,Cindy Dyballa,skipped,2,1
1932,200,Cindy Dyballa,skipped,2,1
1960,200,Cindy Dyballa,skipped,2,1
1961,200,Cindy Dyballa,skipped,2,1
1977,200,Cindy Dyballa,skipped,2,1
1978,200,Cindy Dyballa,skipped,2,1
1983,200,Cindy Dyballa,skipped,2,1
2000,200,Cindy Dyballa,skipped,2,1
2001,200,Cindy Dyballa,skipped,2,1
2006,200,Cindy Dyballa,skipped,2,1
2034,200,Cindy Dyballa,skipped,2,1
2043,200,Cindy Dyballa,skipped,2,1
2059,200,Cindy Dyballa,skipped,2,1
2061,200,Cindy Dyballa,skipped,2,1
2064,200,Cindy Dyballa,skipped,2,1
2066,200,Cindy Dyballa,skipped,2,1
2096,200,Cindy Dyballa,skipped,2,1
2098,200,Cindy Dyballa,skipped,2,1
2107,200,Cindy Dyballa,skipped,2,1
2115,200,Cindy Dyballa,skipped,2,1
2117,200,Cindy Dyballa,skipped,2,1
2118,200,Cindy Dyballa,skipped,2,1
2119,200,Cindy Dyballa,skipped,2,1
2120,200,Cindy Dyballa,skipped,2,1
2121,200,Cindy Dyballa,skipped,2,1
2122,200,Cindy Dyballa,skipped,2,1
2123,200,Cindy Dyballa,skipped,2,1
2132,200,Cindy Dyballa,skipped,2,1
2133,200,Cindy Dyballa,skipped,2,1
2140,200,Cindy Dyballa,skipped,2,1
2142,200,Cindy Dyballa,skipped,2,1
2144,200,Cindy Dyballa,skipped,2,1
2153,200,Cindy Dyballa,skipped,2,1
2158,200,Cindy Dyballa,skipped,2,1
2177,200,Cindy Dyballa,skipped,2,1
2195,200,Cindy Dyballa,skipped,2,1
2201,200,Cindy Dyballa,skipped,2,1
2202,200,Cindy Dyballa,skipped,2,1
2203,200,Cindy Dyballa,skipped,2,1
2208,200,Cindy Dyballa,skipped,2,1
2215,200,Cindy Dyballa,skipped,2,1
2217,200,Cindy Dyballa,skipped,2,1
2223,200,Cindy Dyballa,skipped,2,1
2227,200,Cindy Dyballa,skipped,2,1
2233,200,Cindy Dyballa,skipped,2,1
2241,200,Cindy Dyballa,skipped,2,1
2255,200,Cindy Dyballa,skipped,2,1
2257,200,Cindy Dyballa,skipped,2,1
2259,200,Cindy Dyballa,skipped,2,1
2262,200,Cindy Dyballa,skipped,2,1
2265,200,Cindy Dyballa,skipped,2,1
2266,200,Cindy Dyballa,skipped,2,1
2274,200,Cindy Dyballa,skipped,2,1
2275,200,Cindy Dyballa,skipped,2,1
2276,200,Cindy Dyballa,skipped,2,1
2278,200,Cindy Dyballa,skipped,2,1
2279,200,Cindy Dyballa,skipped,2,1
2300,200,Cindy Dyballa,skipped,2,1
2301,200,Cindy Dyballa,skipped,2,1
2337,200,Cindy Dyballa,skipped,2,1
2344,200,Cindy Dyballa,skipped,2,1
2348,200,Cindy Dyballa,skipped,2,1
2349,200,Cindy Dyballa,skipped,2,1
2353,200,Cindy Dyballa,skipped,2,1
2361,200,Cindy Dyballa,skipped,2,1
2365,200,Cindy Dyballa,skipped,2,1
2367,200,Cindy Dyballa,skipped,2,1
2373,200,Cindy Dyballa,skipped,2,1
2379,200,Cindy Dyballa,skipped,2,1
2380,200,Cindy Dyballa,skipped,2,1
2381,200,Cindy Dyballa,skipped,2,1
2395,200,Cindy Dyballa,skipped,2,1
2399,200,Cindy Dyballa,skipped,2,1
2405,200,Cindy Dyballa,skipped,2,1
2407,200,Cindy Dyballa,skipped,2,1
2423,200,Cindy Dyballa,skipped,2,1
2425,200,Cindy Dyballa,skipped,2,1
2436,200,Cindy Dyballa,skipped,2,1
2468,200,Cindy Dyballa,skipped,2,1
2470,200,Cindy Dyballa,skipped,2,1
2476,200,Cindy Dyballa,skipped,2,1
2478,200,Cindy Dyballa,skipped,2,1
2494,200,Cindy Dyballa,skipped,2,1
2500,200,Cindy Dyballa,skipped,2,1
2509,200,Cindy Dyballa,skipped,2,1
2511,200,Cindy Dyballa,skipped,2,1
2517,200,Cindy Dyballa,skipped,2,1
2524,200,Cindy Dyballa,skipped,2,1
2528,200,Cindy Dyballa,skipped,2,1
2534,200,Cindy Dyballa,skipped,2,1
2538,200,Cindy Dyballa,skipped,2,1
2552,200,Cindy Dyballa,skipped,2,1
2560,200,Cindy Dyballa,skipped,2,1
2564,200,Cindy Dyballa,skipped,2,1
2568,200,Cindy Dyballa,skipped,2,1
2572,200,Cindy Dyballa,skipped,2,1
2574,200,Cindy Dyballa,skipped,2,1
2582,200,Cindy Dyballa,skipped,2,1
2594,200,Cindy Dyballa,skipped,2,1
2616,200,Cindy Dyballa,skipped,2,1
2631,200,Cindy Dyballa,skipped,2,1
2675,200,Cindy Dyballa,skipped,2,1
2678,200,Cindy Dyballa,skipped,2,1
2708,200,Cindy Dyballa,skipped,2,1
2725,200,Cindy Dyballa,skipped,2,1
2764,200,Cindy Dyballa,skipped,2,1
2766,200,Cindy Dyballa,skipped,2,1
2773,200,Cindy Dyballa,skipped,2,1
2787,200,Cindy Dyballa,skipped,2,1
2795,200,Cindy Dyballa,skipped,2,1
2809,200,Cindy Dyballa,skipped,2,1
2837,200,Cindy Dyballa,skipped,2,1
2877,200,Cindy Dyballa,skipped,2,1
2898,200,Cindy Dyballa,skipped,2,1
2905,200,Cindy Dyballa,skipped,2,1
2918,200,Cindy Dyballa,skipped,2,1
2947,200,Cindy Dyballa,skipped,2,1
2949,200,Cindy Dyballa,skipped,2,1
2968,200,Cindy Dyballa,skipped,2,1
2970,200,Cindy Dyballa,skipped,2,1
2976,200,Cindy Dyballa,skipped,2,1
2978,200,Cindy Dyballa,skipped,2,1
2982,200,Cindy Dyballa,skipped,2,1
3013,200,Cindy Dyballa,skipped,2,1
3022,200,Cindy Dyballa,skipped,2,1
3045,200,Cindy Dyballa,skipped,2,1
3051,200,Cindy Dyballa,skipped,2,1
3067,200,Cindy Dyballa,skipped,2,1
3116,200,Cindy Dyballa,skipped,2,1
3142,200,Cindy Dyballa,skipped,2,1
3144,200,Cindy Dyballa,skipped,2,1
3154,200,Cindy Dyballa,skipped,2,1
3166,200,Cindy Dyballa,skipped,2,1
3190,200,Cindy Dyballa,skipped,2,1
3212,200,Cindy Dyballa,skipped,2,1
3246,200,Cindy Dyballa,skipped,2,1
3256,200,Cindy Dyballa,skipped,2,1
3279,200,Cindy Dyballa,skipped,2,1
3290,200,Cindy Dyballa,skipped,2,1
3307,200,Cindy Dyballa,skipped,2,1
3369,200,Cindy Dyballa,skipped,2,1
3371,200,Cindy Dyballa,skipped,2,1
3373,200,Cindy Dyballa,skipped,2,1
3375,200,Cindy Dyballa,skipped,2,1
3383,200,Cindy Dyballa,skipped,2,1
3399,200,Cindy Dyballa,skipped,2,1
3403,200,Cindy Dyballa,skipped,2,1
3411,200,Cindy Dyballa,skipped,2,1
3475,200,Cindy Dyballa,skipped,2,1
3495,200,Cindy Dyballa,skipped,2,1
3517,200,Cindy Dyballa,skipped,2,1
3526,200,Cindy Dyballa,skipped,2,1
3530,200,Cindy Dyballa,skipped,2,1
3558,200,Cindy Dyballa,skipped,2,1
3562,200,Cindy Dyballa,skipped,2,1
3580,200,Cindy Dyballa,skipped,2,1
3584,200,Cindy Dyballa,skipped,2,1
3619,200,Cindy Dyballa,skipped,2,1
3631,200,Cindy Dyballa,skipped,2,1
3645,200,Cindy Dyballa,skipped,2,1
3661,200,Cindy Dyballa,skipped,2,1
3667,200,Cindy Dyballa,skipped,2,1
3671,200,Cindy Dyballa,skipped,2,1
3679,200,Cindy Dyballa,skipped,2,1
3693,200,Cindy Dyballa,skipped,2,1
3708,200,Cindy Dyballa,skipped,2,1
3712,200,Cindy Dyballa,skipped,2,1
3727,200,Cindy Dyballa,skipped,2,1
3745,200,Cindy Dyballa,skipped,2,1
3758,200,Cindy Dyballa,skipped,2,1
3759,200,Cindy Dyballa,skipped,2,1
3760,200,Cindy Dyballa,skipped,2,1
3785,200,Cindy Dyballa,skipped,2,1
3786,200,Cindy Dyballa,skipped,2,1
3787,200,Cindy Dyballa,skipped,2,1
3788,200,Cindy Dyballa,skipped,2,1
3791,200,Cindy Dyballa,skipped,2,1
3794,200,Cindy Dyballa,skipped,2,1
3801,200,Cindy Dyballa,skipped,2,1
3806,200,Cindy Dyballa,skipped,2,1
3809,200,Cindy Dyballa,skipped,2,1
3813,200,Cindy Dyballa,skipped,2,1
3815,200,Cindy Dyballa,skipped,2,1
3822,200,Cindy Dyballa,skipped,2,1
3824,200,Cindy Dyballa,skipped,2,1
3840,200,Cindy Dyballa,skipped,2,1
3845,200,Cindy Dyballa,skipped,2,1
3854,200,Cindy Dyballa,skipped,2,1
3856,200,Cindy Dyballa,skipped,2,1
3882,200,Cindy Dyballa,skipped,2,1
3883,200,Cindy Dyballa,skipped,2,1
3887,200,Cindy Dyballa,skipped,2,1
3888,200,Cindy Dyballa,skipped,2,1
3900,200,Cindy Dyballa,skipped,2,1
3910,200,Cindy Dyballa,skipped,2,1
3913,200,Cindy Dyballa,skipped,2,1
3918,200,Cindy Dyballa,skipped,2,1
3922,200,Cindy Dyballa,skipped,2,1
3923,200,Cindy Dyballa,skipped,2,1
3924,200,Cindy Dyballa,skipped,2,1
3928,200,Cindy Dyballa,skipped,2,1
3937,200,Cindy Dyballa,skipped,2,1
3939,200,Cindy Dyballa,skipped,2,1
3943,200,Cindy Dyballa,skipped,2,1
3948,200,Cindy Dyballa,skipped,2,1
3951,200,Cindy Dyballa,skipped,2,1
3952,200,Cindy Dyballa,skipped,2,1
3962,200,Cindy Dyballa,skipped,2,1
3964,200,Cindy Dyballa,skipped,2,1
3969,200,Cindy Dyballa,skipped,2,1
4015,200,Cindy Dyballa,skipped,2,1
4018,200,Cindy Dyballa,skipped,2,1
4019,200,Cindy Dyballa,skipped,2,1
4022,200,Cindy Dyballa,skipped,2,1
4024,200,Cindy Dyballa,skipped,2,1
4025,200,Cindy Dyballa,skipped,2,1
4028,200,Cindy Dyballa,skipped,2,1
4035,200,Cindy Dyballa,skipped,2,1
4041,200,Cindy Dyballa,skipped,2,1
