voter_id,rank1,rank2,rank3,num_positions
106,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
107,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
108,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
109,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
110,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
111,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
112,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
113,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
114,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
115,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
116,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
117,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
118,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
119,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
120,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
121,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
122,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
123,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
124,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
125,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
126,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
127,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
128,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
129,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
130,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
131,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
132,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
133,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
134,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
135,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
136,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
137,Paul FINNEGAN Independent,Grant FULTON Independent,skipped,2
138,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
139,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
140,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
141,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
142,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
143,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
144,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
145,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
146,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
147,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
148,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
149,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
150,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
151,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
152,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
153,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
154,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
155,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
156,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
157,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
158,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
159,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
160,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
161,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
162,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
163,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
164,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
165,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
166,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
167,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
168,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
169,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
170,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
171,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
172,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
173,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
174,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
175,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
176,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
177,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
178,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
179,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
180,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
181,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
182,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
183,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
184,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
185,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
186,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
187,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
188,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
189,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
190,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
191,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
192,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
193,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
194,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
195,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
196,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
197,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
198,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
199,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
200,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
201,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
202,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
203,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
204,Paul FINNEGAN Independent,Grant FULTON Independent,John Graham MITCHELL Scottish National Party (SNP),2
205,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
206,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
207,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
208,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
209,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
210,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
211,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),skipped,2
212,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
213,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
214,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
215,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
216,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
217,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
218,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
219,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
220,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
221,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
222,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
223,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
224,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
225,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
226,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
227,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
228,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
229,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
230,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
231,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
232,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),Grant FULTON Independent,2
233,Grant FULTON Independent,skipped,skipped,2
234,Grant FULTON Independent,skipped,skipped,2
235,Grant FULTON Independent,skipped,skipped,2
236,Grant FULTON Independent,skipped,skipped,2
237,Grant FULTON Independent,skipped,skipped,2
238,Grant FULTON Independent,skipped,skipped,2
239,Grant FULTON Independent,skipped,skipped,2
240,Grant FULTON Independent,skipped,skipped,2
241,Grant FULTON Independent,skipped,skipped,2
242,Grant FULTON Independent,skipped,skipped,2
243,Grant FULTON Independent,skipped,skipped,2
244,Grant FULTON Independent,skipped,skipped,2
245,Grant FULTON Independent,skipped,skipped,2
246,Grant FULTON Independent,skipped,skipped,2
247,Grant FULTON Independent,skipped,skipped,2
248,Grant FULTON Independent,skipped,skipped,2
249,Grant FULTON Independent,skipped,skipped,2
250,Grant FULTON Independent,skipped,skipped,2
251,Grant FULTON Independent,skipped,skipped,2
252,Grant FULTON Independent,skipped,skipped,2
253,Grant FULTON Independent,skipped,skipped,2
254,Grant FULTON Independent,skipped,skipped,2
255,Grant FULTON Independent,skipped,skipped,2
256,Grant FULTON Independent,skipped,skipped,2
257,Grant FULTON Independent,skipped,skipped,2
258,Grant FULTON Independent,skipped,skipped,2
259,Grant FULTON Independent,skipped,skipped,2
260,Grant FULTON Independent,skipped,skipped,2
261,Grant FULTON Independent,skipped,skipped,2
262,Grant FULTON Independent,skipped,skipped,2
263,Grant FULTON Independent,skipped,skipped,2
264,Grant FULTON Independent,skipped,skipped,2
265,Grant FULTON Independent,skipped,skipped,2
266,Grant FULTON Independent,skipped,skipped,2
267,Grant FULTON Independent,skipped,skipped,2
268,Grant FULTON Independent,skipped,skipped,2
269,Grant FULTON Independent,skipped,skipped,2
270,Grant FULTON Independent,skipped,skipped,2
271,Grant FULTON Independent,skipped,skipped,2
272,Grant FULTON Independent,skipped,skipped,2
273,Grant FULTON Independent,skipped,skipped,2
274,Grant FULTON Independent,skipped,skipped,2
275,Grant FULTON Independent,skipped,skipped,2
276,Grant FULTON Independent,skipped,skipped,2
277,Grant FULTON Independent,skipped,skipped,2
278,Grant FULTON Independent,skipped,skipped,2
279,Grant FULTON Independent,skipped,skipped,2
280,Grant FULTON Independent,skipped,skipped,2
281,Grant FULTON Independent,skipped,skipped,2
282,Grant FULTON Independent,skipped,skipped,2
283,Grant FULTON Independent,skipped,skipped,2
284,Grant FULTON Independent,skipped,skipped,2
285,Grant FULTON Independent,skipped,skipped,2
286,Grant FULTON Independent,skipped,skipped,2
287,Grant FULTON Independent,skipped,skipped,2
288,Grant FULTON Independent,skipped,skipped,2
289,Grant FULTON Independent,skipped,skipped,2
290,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
291,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
292,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
293,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
294,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
295,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
296,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
297,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
298,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
299,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
300,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
301,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
302,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
303,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
304,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
305,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
306,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
307,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
308,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
309,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
310,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
311,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
312,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
313,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
314,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
315,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
316,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
317,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
318,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
319,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
320,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
321,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
322,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
323,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
324,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
325,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
326,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
327,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
328,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
329,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
330,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
331,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
332,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
333,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
334,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
335,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
336,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
337,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
338,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
339,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
340,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
341,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
342,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
343,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
344,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
345,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
346,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
347,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
348,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
349,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
350,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
351,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
352,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
353,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
354,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
355,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
356,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
357,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
358,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
359,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
360,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
361,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
362,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
363,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
364,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
365,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
366,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
367,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
368,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
369,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
370,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
371,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
372,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
373,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
374,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
375,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
376,Grant FULTON Independent,Paul FINNEGAN Independent,skipped,2
377,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
378,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
379,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
380,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
381,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
382,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
383,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
384,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
385,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
386,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
387,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
388,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
389,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
390,Grant FULTON Independent,Paul FINNEGAN Independent,John Graham MITCHELL Scottish National Party (SNP),2
