ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
03002_00006_000237,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,354700,354700,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
03002_00006_000617,BT32,Election Day,"EBMUD, Ward #5",UTILITY DISTRICTS,334510,334510,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
03002_00006_000632,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,354700,354700,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
03002_00006_000589,BT37,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
03002_00006_000245,BT37,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
03002_00006_000001,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,356000,356000,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
03002_00006_000291,BT35,Election Day,"EBMUD, Ward #5",UTILITY DISTRICTS,361000,361000,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
03002_00006_000011,BT37,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
03002_00006_000258,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,356000,356000,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
03002_00006_000758,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,344000,344000,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
03002_00006_000772,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,344000,344000,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
03002_00006_000744,BT37,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000253,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000169,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000121,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000058,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000015,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000284,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000279,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000198,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000131,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000484,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000269,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000148,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000035,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000638,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000637,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000231,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000153,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000093,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000116,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000274,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000020,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000289,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000226,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000174,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000021,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000311,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000206,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000142,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000086,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000043,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000255,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000188,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000319,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000236,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000138,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000053,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000476,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000471,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000303,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000158,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000155,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01006_00459_000048,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000656,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000105,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000326,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000241,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01006_00459_000002,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000306,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000111,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000127,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01006_00459_000067,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000212,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000101,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000010,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,Write-in,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000221,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01006_00459_000091,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,Write-in,skipped,skipped,skipped,3,1
03006_00006_000761,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,354910,354910,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
03006_00006_000756,BT36,Election Day,"EBMUD, Ward #6",UTILITY DISTRICTS,356410,356410,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
03006_00006_000755,BT34,Election Day,"EBMUD, Ward #5",UTILITY DISTRICTS,334800,334800,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000586,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000576,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000293,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000288,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000191,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000187,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000102,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000523,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000522,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000417,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000323,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000241,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000238,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000198,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000162,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000063,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000023,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000606,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000601,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000167,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000113,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000668,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000663,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000547,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000408,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000314,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000213,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000125,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000069,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000018,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000648,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000510,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000503,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000259,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000090,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000043,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000627,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000625,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000453,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000452,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000447,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000343,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000226,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000157,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000085,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000058,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000028,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,skipped,skipped,skipped,skipped,3,1
01007_00306_000678,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000568,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
01007_00306_000437,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000432,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000278,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000273,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,skipped,3,1
01007_00306_000591,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,PATRICE BERRY,SASHA RITZIE-HERNANDEZ,skipped,skipped,skipped,3,1
01007_00306_000485,BT37,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,347200,347200,Election Office,SASHA RITZIE-HERNANDEZ,PATRICE BERRY,skipped,skipped,skipped,3,1
