voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,numSeats,numCands
102,Jesper BACH (Grn),Joyce DRUMMOND (Sol),Finlay ARCHIBALD (Pir),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
103,Jesper BACH (Grn),Joyce DRUMMOND (Sol),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
104,Jesper BACH (Grn),Joyce DRUMMOND (Sol),Tahir MOHAMMED (SNP),Allison HUNTER (SNP),Jonathan MACKIE (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
105,Jesper BACH (Grn),Joyce DRUMMOND (Sol),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
106,Jesper BACH (Grn),Joyce DRUMMOND (Sol),Shaukat BUTT (Glasgow First),Finlay ARCHIBALD (Pir),Stephen DORNAN (Glasgow First),Chris YOUNG (LD),Fariha THOMAS (Lab),Allison HUNTER (SNP),Alan HUGHES (SU),Harriet MURDOCH (Con),skipped,skipped,skipped,skipped,,14
107,Jesper BACH (Grn),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
108,Jesper BACH (Grn),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
109,Jesper BACH (Grn),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
110,Jesper BACH (Grn),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
111,Jesper BACH (Grn),John FLANAGAN (Ind),Joyce DRUMMOND (Sol),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
112,Jesper BACH (Grn),John FLANAGAN (Ind),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
113,Jesper BACH (Grn),John FLANAGAN (Ind),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
114,Jesper BACH (Grn),John FLANAGAN (Ind),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
115,Jesper BACH (Grn),John FLANAGAN (Ind),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
116,Jesper BACH (Grn),John FLANAGAN (Ind),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
117,Jesper BACH (Grn),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
118,Jesper BACH (Grn),John FLANAGAN (Ind),Chris YOUNG (LD),Alan HUGHES (SU),Joyce DRUMMOND (Sol),Stephen DORNAN (Glasgow First),Finlay ARCHIBALD (Pir),Allison HUNTER (SNP),Fariha THOMAS (Lab),James ADAMS (Lab),skipped,skipped,skipped,skipped,,14
119,Jesper BACH (Grn),John FLANAGAN (Ind),Chris YOUNG (LD),Harriet MURDOCH (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
120,Jesper BACH (Grn),Fariha THOMAS (Lab),John FLANAGAN (Ind),Alan HUGHES (SU),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
121,Jesper BACH (Grn),Fariha THOMAS (Lab),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
122,Jesper BACH (Grn),Fariha THOMAS (Lab),Allison HUNTER (SNP),Chris YOUNG (LD),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
123,Jesper BACH (Grn),Fariha THOMAS (Lab),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
124,Jesper BACH (Grn),Fariha THOMAS (Lab),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
125,Jesper BACH (Grn),Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
126,Jesper BACH (Grn),Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
127,Jesper BACH (Grn),Fariha THOMAS (Lab),Finlay ARCHIBALD (Pir),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
128,Jesper BACH (Grn),Fariha THOMAS (Lab),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
129,Jesper BACH (Grn),Fariha THOMAS (Lab),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
130,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
131,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
132,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
133,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
134,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
135,Jesper BACH (Grn),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
136,Jesper BACH (Grn),Allison HUNTER (SNP),Joyce DRUMMOND (Sol),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
137,Jesper BACH (Grn),Allison HUNTER (SNP),Joyce DRUMMOND (Sol),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
138,Jesper BACH (Grn),Allison HUNTER (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
139,Jesper BACH (Grn),Allison HUNTER (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
140,Jesper BACH (Grn),Allison HUNTER (SNP),Fariha THOMAS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
141,Jesper BACH (Grn),Allison HUNTER (SNP),Fariha THOMAS (Lab),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
142,Jesper BACH (Grn),Allison HUNTER (SNP),Fariha THOMAS (Lab),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
143,Jesper BACH (Grn),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Joyce DRUMMOND (Sol),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
144,Jesper BACH (Grn),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
145,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
146,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
147,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
148,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
149,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Finlay ARCHIBALD (Pir),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
150,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
151,Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,,14
